theta_obs_over_theta_c,time_s,frequency_hz,reference,candidate,relative
1.0,1000.0,1e+17,2.1744256865288007e-25,3.303610876482661e-25,0.5193027275889404
1.0,1333.521432163324,1e+17,1.8481208463871084e-25,2.163387214167566e-25,0.17058752862226068
1.0,1778.2794100389228,1e+17,1.531617999572534e-25,1.2786605136177528e-25,-0.16515703395061965
1.0,2371.373705661655,1e+17,1.21531400254875e-25,8.740997351182286e-26,-0.28076222829238273
1.0,3162.2776601683795,1e+17,9.65135854906457e-26,7.842661722033526e-26,-0.1874033399377072
1.0,4216.965034285822,1e+17,7.455950693253099e-26,8.129129348858418e-26,0.09028743393038785
1.0,5623.413251903491,1e+17,5.629142210249157e-26,6.747427420848608e-26,0.19865996786568196
1.0,7498.942093324558,1e+17,4.223378710263634e-26,4.8578101302032605e-26,0.15021892741890142
1.0,10000.0,1e+17,3.110585475744047e-26,3.2679604520663557e-26,0.05059336178012108
1.0,13335.21432163324,1e+17,2.251205651562418e-26,2.183577896600551e-26,-0.030040682829190146
1.0,17782.794100389227,1e+17,1.612503312845944e-26,1.511151352224859e-26,-0.06285379993558382
1.0,23713.737056616552,1e+17,1.1329369318784807e-26,1.0279483718842699e-26,-0.0926693772972279
1.0,31622.776601683792,1e+17,7.801996696381366e-27,7.278819803393741e-27,-0.06705679499073336
1.0,42169.65034285822,1e+17,5.286050187107117e-27,5.123466396809058e-27,-0.030757140878951095
1.0,56234.13251903491,1e+17,3.475989679717283e-27,3.45551815795928e-27,-0.005889408095040238
1.0,74989.42093324558,1e+17,2.2142228600963365e-27,2.2139768848724585e-27,-0.00011108873831577881
1.0,100000.0,1e+17,1.3662913680732779e-27,1.3671487083197303e-27,0.0006274944470017196
1.0,133352.1432163324,1e+17,8.017262990206818e-28,8.031948569084333e-28,0.0018317446858675535
1.0,177827.94100389228,1e+17,4.535156762396862e-28,4.5495733264956105e-28,0.0031788458159336397
1.0,237137.37056616554,1e+17,2.5093306787974257e-28,2.5018320179087596e-28,-0.0029883111668087547
1.0,316227.7660168379,1e+17,1.3347101709288682e-28,1.3332211220004475e-28,-0.0011156346605079026
1.0,421696.5034285822,1e+17,7.208081374297857e-29,7.186416256853134e-29,-0.0030056704856267213
1.0,562341.3251903491,1e+17,3.983869041014987e-29,3.9737323648227845e-29,-0.0025444300723349578
1.0,749894.2093324559,1e+17,2.133175692691916e-29,2.1312559644645008e-29,-0.0008999391067467943
1.0,1000000.0,1e+17,1.2315027671525946e-29,1.2274500089084915e-29,-0.003290904699689512
1.5,1000.0,10000000000.0,5.9733229218287944e-27,3.0741071447832564e-27,-0.48536063008592767
1.5,1333.521432163324,10000000000.0,9.256728646091567e-27,6.213334110437974e-27,-0.3287764665045674
1.5,1778.2794100389228,10000000000.0,1.2830425422732196e-26,9.499596885546932e-27,-0.2596039045816748
1.5,2371.373705661655,10000000000.0,1.7448511806218438e-26,1.662650311236361e-26,-0.04711053314941582
1.5,3162.2776601683795,10000000000.0,2.156679635483299e-26,2.511359073011558e-26,0.1644562463950643
1.5,4216.965034285822,10000000000.0,2.5577606120151772e-26,2.9471564282435244e-26,0.1522409151189308
1.5,5623.413251903491,10000000000.0,2.915873486702651e-26,3.21954275714524e-26,0.10414349999319983
1.5,7498.942093324558,10000000000.0,3.2554573915571566e-26,3.1818360847367116e-26,-0.022614735186329726
1.5,10000.0,10000000000.0,3.538156813601044e-26,3.346054667768962e-26,-0.05429441258612999
1.5,13335.21432163324,10000000000.0,3.906114617937488e-26,3.6339253379029724e-26,-0.06968287074439139
1.5,17782.794100389227,10000000000.0,4.6008475896981535e-26,4.643764868226707e-26,0.009328124370963753
1.5,23713.737056616552,10000000000.0,5.564499337810334e-26,5.665608469205243e-26,0.018170391486594273
1.5,31622.776601683792,10000000000.0,6.641676856269167e-26,6.529905315056889e-26,-0.016828813510668672
1.5,42169.65034285822,10000000000.0,7.761155574068586e-26,7.862736147076498e-26,0.013088330988662467
1.5,56234.13251903491,10000000000.0,8.813958871992468e-26,8.876498651445826e-26,0.007095537925878581
1.5,74989.42093324558,10000000000.0,1.019763083573126e-25,1.0308724235069626e-25,0.010894040108718972
1.5,100000.0,10000000000.0,1.1872970973079552e-25,1.1558613706878398e-25,-0.02647671479311442
1.5,133352.1432163324,10000000000.0,1.3297101933406038e-25,1.2761135109066465e-25,-0.04030704036291355
1.5,177827.94100389228,10000000000.0,1.4313948604399893e-25,1.3882692768945817e-25,-0.030128362716177026
1.5,237137.37056616554,10000000000.0,1.5097570119739666e-25,1.4761913202361932e-25,-0.022232512564314688
1.5,316227.7660168379,10000000000.0,1.5382140640496105e-25,1.497169232137052e-25,-0.026683432996641
1.5,421696.5034285822,10000000000.0,1.577284682666473e-25,1.5284947367916498e-25,-0.030932872430068592
1.5,562341.3251903491,10000000000.0,1.5044071361449515e-25,1.4681471167550772e-25,-0.02410253083669278
1.5,749894.2093324559,10000000000.0,1.304621438835452e-25,1.2793786219970228e-25,-0.01934876745622227
1.5,1000000.0,10000000000.0,1.24209146597476e-25,1.2212143024657712e-25,-0.016808072578298305
1.5,1000.0,100000000000000.0,7.301775511184019e-26,3.6787287383983557e-26,-0.4961870941165334
1.5,1333.521432163324,100000000000000.0,1.0934905852803377e-25,7.418633250455729e-26,-0.3215640490810612
1.5,1778.2794100389228,100000000000000.0,1.4513055637343264e-25,1.1153515583353167e-25,-0.2314839919269468
1.5,2371.373705661655,100000000000000.0,1.8715317859604567e-25,1.8641775747878179e-25,-0.003929514437215231
1.5,3162.2776601683795,100000000000000.0,2.1835404902461077e-25,2.632916751321881e-25,0.2058016616056082
1.5,4216.965034285822,100000000000000.0,2.418473783798304e-25,2.8546668894792044e-25,0.18035883150895393
1.5,5623.413251903491,100000000000000.0,2.5747252650666375e-25,2.849349016552752e-25,0.10666138061880037
1.5,7498.942093324558,100000000000000.0,2.6672276329641244e-25,2.5248712832378307e-25,-0.053372403602496954
1.5,10000.0,100000000000000.0,2.6751612071239446e-25,2.501091767908614e-25,-0.06506876623053004
1.5,13335.21432163324,100000000000000.0,2.6495248973762925e-25,2.490455116766004e-25,-0.060037095997025114
1.5,17782.794100389227,100000000000000.0,2.6396925444660737e-25,2.6867487728470245e-25,0.01782640500296173
1.5,23713.737056616552,100000000000000.0,2.591093682052635e-25,2.680390340769286e-25,0.03446292171339449
1.5,31622.776601683792,100000000000000.0,2.4872475735677565e-25,2.5394990255823367e-25,0.021007740672807085
1.5,42169.65034285822,100000000000000.0,2.339380506537989e-25,2.3991870420318844e-25,0.025565116630984708
1.5,56234.13251903491,100000000000000.0,2.1223674222236867e-25,2.107616096606684e-25,-0.006950410877277435
1.5,74989.42093324558,100000000000000.0,1.870072949821994e-25,1.8441410162028542e-25,-0.013866803229044211
1.5,100000.0,100000000000000.0,1.585949734661965e-25,1.5279860895318301e-25,-0.0365482233536798
1.5,133352.1432163324,100000000000000.0,1.2661689679579379e-25,1.2306497188635646e-25,-0.028052534845849464
1.5,177827.94100389228,100000000000000.0,9.445458079593048e-26,9.368514012957125e-26,-0.008146144526559373
1.5,237137.37056616554,100000000000000.0,6.484066431130904e-26,6.458410539278473e-26,-0.003956759562063317
1.5,316227.7660168379,100000000000000.0,3.9870515137926143e-26,3.9705812412777795e-26,-0.004130940485182699
1.5,421696.5034285822,100000000000000.0,2.287710920752515e-26,2.2835251131786392e-26,-0.001829692526230109
1.5,562341.3251903491,100000000000000.0,1.2816966605894455e-26,1.2739227457229413e-26,-0.006065331295260656
1.5,749894.2093324559,100000000000000.0,6.980153380042517e-27,6.950761813678601e-27,-0.004210733599056993
1.5,1000000.0,100000000000000.0,3.928809857216684e-27,3.905924187854584e-27,-0.005825089580261178
1.5,1000.0,1e+17,3.9817927505021973e-26,2.5127449022651864e-26,-0.36894131369638195
1.5,1333.521432163324,1e+17,4.1017228032716436e-26,4.0490094763273255e-26,-0.012851508859221927
1.5,1778.2794100389228,1e+17,3.933849308060157e-26,4.8774659953823296e-26,0.2398710813321634
