theta_obs_over_theta_c,time_s,frequency_hz,reference,candidate,relative
0.5,1333.521432163324,1e+17,3.7110495033942613e-25,3.998116250776457e-25,0.07735459931742583
0.5,1778.2794100389228,1e+17,2.969794062780708e-25,3.1085517784446176e-25,0.04672300931667528
0.5,2371.373705661655,1e+17,2.304252542157127e-25,2.3039945323177543e-25,-0.00011197116403360852
0.5,3162.2776601683795,1e+17,1.7545894816967615e-25,1.7160350481658572e-25,-0.021973478088800902
0.5,4216.965034285822,1e+17,1.3100895819071146e-25,1.265101018716249e-25,-0.034340066368114375
0.5,5623.413251903491,1e+17,9.562564539807411e-26,9.368119811256649e-26,-0.02033395202106303
0.5,7498.942093324558,1e+17,6.888388470691795e-26,6.877392393312867e-26,-0.0015963207397075019
0.5,10000.0,1e+17,4.87464317490876e-26,4.905309128023228e-26,0.006290912383559499
0.5,13335.21432163324,1e+17,3.3731566359967597e-26,3.3914959213280724e-26,0.005436831819668475
0.5,17782.794100389227,1e+17,2.3005212861444803e-26,2.3026875808503178e-26,0.0009416538411901598
0.5,23713.737056616552,1e+17,1.5285640962043335e-26,1.5298643047621568e-26,0.0008506078096770509
0.5,31622.776601683792,1e+17,9.871302983024332e-27,9.896399066689884e-27,0.0025423273613127684
0.5,42169.65034285822,1e+17,6.213644212222972e-27,6.2202052452672666e-27,0.0010559074224734122
0.5,56234.13251903491,1e+17,3.760155645926244e-27,3.7656244940755634e-27,0.001454420684751323
0.5,74989.42093324558,1e+17,2.1902333450695493e-27,2.1928267701450626e-27,0.0011840861985557005
0.5,100000.0,1e+17,1.2428795494957922e-27,1.2442886986345088e-27,0.0011337777174693642
0.5,133352.1432163324,1e+17,6.779824504988176e-28,6.787510475579696e-28,0.0011336533247823244
0.5,177827.94100389228,1e+17,3.6782272410756656e-28,3.681952616002472e-28,0.0010128180459336722
0.5,237137.37056616554,1e+17,2.026935082056553e-28,2.0289263747302053e-28,0.0009824156142346219
0.5,316227.7660168379,1e+17,1.0788070633478609e-28,1.0797210693708889e-28,0.0008472377073538429
0.5,421696.5034285822,1e+17,6.034184339463109e-29,6.03917644374938e-29,0.0008273039081061473
