cell_index,radius_cm,rho_g_cm3,proton_equivalent_n_cm3,velocity_cm_s,temperature_k,wind1_tracer
82,2.731201171875e+16,1.270991586194e-18,7.598797840637e+05,5.923097709430e+07,7.253284585929e+04,1.000000000000e+00
83,2.764306640625e+16,5.108915315661e-18,3.054435221314e+06,4.322711695256e+07,1.293540421356e+04,1.000000000000e+00
84,2.797412109375e+16,7.354032685861e-18,4.396709490473e+06,3.675568684923e+07,8.532763414068e+03,1.000000000000e+00
85,2.830517578125e+16,6.877974578068e-18,4.112091609378e+06,3.272113317361e+07,7.817228569718e+03,1.000000000000e+00
86,2.863623046875e+16,4.894592661781e-18,2.926299477758e+06,3.010621608083e+07,7.567939869798e+03,1.000000000000e+00
87,2.896728515625e+16,2.744283553478e-18,1.640707630702e+06,2.833546802883e+07,7.484236405973e+03,1.000000000000e+00
88,2.929833984375e+16,1.906326343081e-18,1.139723398385e+06,2.740952752255e+07,7.220463741002e+03,1.000000000000e+00
89,2.962939453125e+16,1.606936399404e-18,9.607290067437e+05,2.706191010550e+07,7.083084536028e+03,1.000000000000e+00
90,2.996044921875e+16,1.491262566286e-18,8.915718161798e+05,2.695633105618e+07,7.053468051834e+03,1.000000000000e+00
91,3.029150390625e+16,1.433832719127e-18,8.572365929321e+05,2.692703893380e+07,7.049336686217e+03,1.000000000000e+00
92,3.062255859375e+16,1.394875399808e-18,8.339454242778e+05,2.691900921417e+07,7.048967969296e+03,1.000000000000e+00
93,3.095361328125e+16,1.362697472891e-18,8.147074085246e+05,2.691659485055e+07,7.049155534588e+03,1.000000000000e+00
94,3.128466796875e+16,1.333870438259e-18,7.974727697676e+05,2.691568404744e+07,7.049438638346e+03,1.000000000000e+00
95,3.161572265625e+16,1.306978861795e-18,7.813952712706e+05,2.691527433406e+07,7.049744802827e+03,1.000000000000e+00
96,3.194677734375e+16,1.281015085811e-18,7.658724710390e+05,2.691509971788e+07,7.050048646146e+03,1.000000000000e+00
97,3.227783203125e+16,1.255269545885e-18,7.504801462340e+05,2.691502942093e+07,7.050344131187e+03,1.000000000000e+00
98,3.260888671875e+16,1.229445366886e-18,7.350408059780e+05,2.691497863386e+07,7.050625943440e+03,1.000000000000e+00
99,3.293994140625e+16,1.203743942636e-18,7.196748563357e+05,2.691491142143e+07,7.050878702799e+03,1.000000000000e+00
100,3.327099609375e+16,1.178934805765e-18,7.048423729639e+05,2.691479503165e+07,7.051145914282e+03,1.000000000000e+00
101,3.360205078125e+16,1.155475092427e-18,6.908166609931e+05,2.691459819774e+07,7.051402388772e+03,1.000000000000e+00
102,3.393310546875e+16,1.133420293410e-18,6.776308963534e+05,2.691443317465e+07,7.051653481176e+03,1.000000000000e+00
103,3.426416015625e+16,1.112423050584e-18,6.650774062136e+05,2.691441248847e+07,7.051903937640e+03,1.000000000000e+00
104,3.459521484375e+16,1.091950618679e-18,6.528376814947e+05,2.691447806951e+07,7.052149454918e+03,1.000000000000e+00
105,3.492626953125e+16,1.071593947906e-18,6.406671661593e+05,2.691473311243e+07,7.052370222756e+03,1.000000000000e+00
106,3.525732421875e+16,1.051191172021e-18,6.284690862485e+05,2.691534226035e+07,7.052575468220e+03,1.000000000000e+00
107,3.558837890625e+16,1.030560852432e-18,6.161349662083e+05,2.691653905282e+07,7.052759067885e+03,1.000000000000e+00
108,3.591943359375e+16,1.009382516421e-18,6.034732070198e+05,2.691865828576e+07,7.052892676208e+03,1.000000000000e+00
109,3.625048828125e+16,9.871913745424e-19,5.902059279269e+05,2.692217048738e+07,7.052966585501e+03,1.000000000000e+00
110,3.658154296875e+16,9.633712577378e-19,5.759647437913e+05,2.692772020919e+07,7.052963249813e+03,1.000000000000e+00
111,3.691259765625e+16,9.371571382788e-19,5.602922722735e+05,2.693616299561e+07,7.052853541723e+03,1.000000000000e+00
112,3.724365234375e+16,9.076578864020e-19,5.426557391999e+05,2.694859414939e+07,7.052613924222e+03,1.000000000000e+00
113,3.757470703125e+16,8.739066536905e-19,5.224771009593e+05,2.696636170243e+07,7.052141409790e+03,1.000000000000e+00
114,3.790576171875e+16,8.349407043958e-19,4.991807727557e+05,2.699105454560e+07,7.051419250531e+03,1.000000000000e+00
115,3.823681640625e+16,7.899034893620e-19,4.722546549069e+05,2.702445605262e+07,7.050367774888e+03,1.000000000000e+00
116,3.856787109375e+16,7.381501911225e-19,4.413132344302e+05,2.706845613833e+07,7.048827999883e+03,1.000000000000e+00
117,3.889892578125e+16,6.793269877229e-19,4.061449740084e+05,2.712491388986e+07,7.046733398551e+03,1.000000000000e+00
118,3.922998046875e+16,6.133870167945e-19,3.667218563304e+05,2.719545849774e+07,7.043897907613e+03,1.000000000000e+00
119,3.956103515625e+16,5.405049179852e-19,3.231482921094e+05,2.728119785301e+07,7.039920072104e+03,1.000000000000e+00
120,3.989208984375e+16,4.608552241311e-19,2.755286281997e+05,2.738225700744e+07,7.034361700097e+03,1.000000000000e+00
121,4.022314453125e+16,3.790466427817e-19,2.266182437365e+05,2.749782670095e+07,7.026016120957e+03,1.000000000000e+00
122,4.055419921875e+16,3.087128622238e-19,1.845682265976e+05,2.762778948858e+07,7.015356284415e+03,1.000000000000e+00
123,4.088525390625e+16,2.502568389347e-19,1.496194898502e+05,2.777238874239e+07,7.002018940050e+03,1.000000000000e+00
124,4.121630859375e+16,2.024463036896e-19,1.210353044058e+05,2.793204966158e+07,6.985908221469e+03,1.000000000000e+00
125,4.154736328125e+16,1.638259514706e-19,9.794559616267e+04,2.810730267183e+07,6.966205690126e+03,1.000000000000e+00
126,4.187841796875e+16,1.329199139088e-19,7.946799693716e+04,2.829866266903e+07,6.942918453165e+03,1.000000000000e+00
127,4.220947265625e+16,1.083506500280e-19,6.477892492822e+04,2.850649145992e+07,6.915350772350e+03,1.000000000000e+00
128,4.254052734375e+16,8.889883747538e-20,5.314939151297e+04,2.873087211078e+07,6.883008385788e+03,1.000000000000e+00
129,4.287158203125e+16,7.352522810139e-20,4.395806790526e+04,2.897151272877e+07,6.845400662671e+03,1.000000000000e+00
130,4.320263671875e+16,6.136876914028e-20,3.669016187764e+04,2.922769629450e+07,6.802321300489e+03,1.000000000000e+00
131,4.353369140625e+16,5.173143472573e-20,3.092834907461e+04,2.949828785117e+07,6.754036230252e+03,1.000000000000e+00
132,4.386474609375e+16,4.405680071033e-20,2.633996367400e+04,2.978179330890e+07,6.699889636663e+03,1.000000000000e+00
133,4.419580078125e+16,3.790690967776e-20,2.266316681664e+04,3.007645199436e+07,6.637676489708e+03,1.000000000000e+00
134,4.452685546875e+16,3.294035203580e-20,1.969384208664e+04,3.038035216194e+07,6.566484500178e+03,1.000000000000e+00
135,4.485791015625e+16,2.889313980033e-20,1.727416064031e+04,3.069156102992e+07,6.488383208283e+03,1.000000000000e+00
136,4.518896484375e+16,2.556274117300e-20,1.528303605910e+04,3.100825089885e+07,6.405840519578e+03,1.000000000000e+00
137,4.552001953125e+16,2.279489938267e-20,1.362824381279e+04,3.132880950241e+07,6.322490441055e+03,1.000000000000e+00
138,4.585107421875e+16,2.047262865677e-20,1.223984234979e+04,3.165193242820e+07,6.242150534993e+03,1.000000000000e+00
139,4.618212890625e+16,1.850677542574e-20,1.106452998351e+04,3.197669066924e+07,6.166798635828e+03,1.000000000000e+00
140,4.651318359375e+16,1.682785932069e-20,1.006076692069e+04,3.230251451265e+07,6.095753613929e+03,1.000000000000e+00
141,4.684423828125e+16,1.537976730166e-20,9.195005209385e+03,3.262771430103e+07,6.027258307337e+03,1.000000000000e+00
142,4.717529296875e+16,1.411900044530e-20,8.441238420546e+03,3.295125826391e+07,5.961644871914e+03,1.000000000000e+00
143,4.750634765625e+16,1.301353292679e-20,7.780319474755e+03,3.327343748529e+07,5.899084835007e+03,1.000000000000e+00
144,4.783740234375e+16,1.203935887571e-20,7.197896132527e+03,3.359451864128e+07,5.839727223080e+03,1.000000000000e+00
145,4.816845703125e+16,1.117815125538e-20,6.683011323158e+03,3.391475991785e+07,5.783437283680e+03,1.000000000000e+00
146,4.849951171875e+16,1.041565379866e-20,6.227141741441e+03,3.423440641620e+07,5.730335725611e+03,1.000000000000e+00
147,4.883056640625e+16,9.740582543451e-21,5.823541115593e+03,3.455368225855e+07,5.680110575982e+03,1.000000000000e+00
148,4.916162109375e+16,9.143899545705e-21,5.466805986575e+03,3.487277628821e+07,5.632346856798e+03,1.000000000000e+00
149,4.949267578125e+16,8.618293361917e-21,5.152565107424e+03,3.519182171147e+07,5.586665833368e+03,1.000000000000e+00
150,4.982373046875e+16,8.157818463388e-21,4.877263862111e+03,3.551088230100e+07,5.542475218294e+03,1.000000000000e+00
151,5.015478515625e+16,7.757673244797e-21,4.638031544919e+03,3.583004893053e+07,5.499103056786e+03,1.000000000000e+00
152,5.048583984375e+16,7.413975883298e-21,4.432547354720e+03,3.614950254765e+07,5.455984624141e+03,1.000000000000e+00
153,5.081689453125e+16,7.123511824709e-21,4.258889426125e+03,3.646952084198e+07,5.412953572123e+03,1.000000000000e+00
154,5.114794921875e+16,6.883505426446e-21,4.115398303079e+03,3.679047931880e+07,5.370597361711e+03,1.000000000000e+00
155,5.147900390625e+16,6.691413714644e-21,4.000553633712e+03,3.711284582178e+07,5.330468244020e+03,1.000000000000e+00
156,5.181005859375e+16,6.544660849086e-21,3.912815416558e+03,3.743716525470e+07,5.294967147011e+03,1.000000000000e+00
157,5.214111328125e+16,6.440234611702e-21,3.850382755653e+03,3.776402780836e+07,5.266694493977e+03,1.000000000000e+00
158,5.247216796875e+16,6.374054887801e-21,3.810816298365e+03,3.809400966201e+07,5.247570396983e+03,1.000000000000e+00
159,5.280322265625e+16,6.340111361207e-21,3.790522694585e+03,3.842757338249e+07,5.237941637069e+03,1.000000000000e+00
160,5.313427734375e+16,6.329541545435e-21,3.784203384989e+03,3.876491785003e+07,5.235724465072e+03,1.000000000000e+00
161,5.346533203125e+16,6.330359899530e-21,3.784692649230e+03,3.910524504383e+07,5.236319431445e+03,1.000000000000e+00
162,5.379638671875e+16,6.339568945105e-21,3.790198403665e+03,3.944220937116e+07,5.235462088886e+03,1.000000000000e+00
163,5.412744140625e+16,6.362976169985e-21,3.804192734690e+03,3.977405166850e+07,5.231183446967e+03,1.000000000000e+00
164,5.445849609375e+16,6.405077015843e-21,3.829363303880e+03,4.010205515183e+07,5.223764674865e+03,1.000000000000e+00
165,5.478955078125e+16,6.469814579434e-21,3.868067545809e+03,4.042723262488e+07,5.215619476731e+03,1.000000000000e+00
166,5.512060546875e+16,6.561275623438e-21,3.922748787702e+03,4.075024501602e+07,5.210402287631e+03,1.000000000000e+00
167,5.545166015625e+16,6.684290755061e-21,3.996295074451e+03,4.107134989449e+07,5.212274883023e+03,1.000000000000e+00
168,5.578271484375e+16,6.844900388310e-21,4.092317750571e+03,4.139041636865e+07,5.225328830172e+03,1.000000000000e+00
169,5.611376953125e+16,7.050740801921e-21,4.215382270230e+03,4.170690949233e+07,5.253157609771e+03,1.000000000000e+00
170,5.644482421875e+16,7.311365715959e-21,4.371200456245e+03,4.201978449877e+07,5.298403181626e+03,1.000000000000e+00
171,5.677587890625e+16,7.638479621722e-21,4.566769999565e+03,4.232733440290e+07,5.362234550377e+03,1.000000000000e+00
172,5.710693359375e+16,8.046034341623e-21,4.810432188927e+03,4.262710219829e+07,5.443781173664e+03,1.000000000000e+00
173,5.743798828125e+16,8.550133735896e-21,5.111814938449e+03,4.291599163471e+07,5.539811639385e+03,1.000000000000e+00
174,5.776904296875e+16,9.168703776013e-21,5.481635536491e+03,4.319059769039e+07,5.645119622033e+03,1.000000000000e+00
175,5.810009765625e+16,9.920899978450e-21,5.931346371787e+03,4.344766504060e+07,5.753630466598e+03,1.000000000000e+00
176,5.843115234375e+16,1.082622558679e-20,6.472607726500e+03,4.368451137011e+07,5.860086879111e+03,1.000000000000e+00
177,5.876220703125e+16,1.190331962383e-20,7.116563196521e+03,4.389928942451e+07,5.960874880648e+03,1.000000000000e+00
178,5.909326171875e+16,1.316835522370e-20,7.872882112324e+03,4.409104236822e+07,6.054070478624e+03,1.000000000000e+00
179,5.942431640625e+16,1.463298764215e-20,8.748532728701e+03,4.425961529175e+07,6.138991439703e+03,1.000000000000e+00
180,5.975537109375e+16,1.630181556257e-20,9.746264431720e+03,4.440547814519e+07,6.215782189969e+03,1.000000000000e+00
181,6.008642578125e+16,1.816935311966e-20,1.086279742142e+04,4.452950960893e+07,6.285020368608e+03,1.000000000000e+00
182,6.041748046875e+16,2.013409917562e-20,1.203744784787e+04,4.463278838007e+07,6.351105415205e+03,1.000000000000e+00
183,6.074853515625e+16,2.183353905754e-20,1.305348133269e+04,4.471713193598e+07,6.406323592521e+03,1.000000000000e+00
184,6.107958984375e+16,2.323720685729e-20,1.389268341409e+04,4.478499988202e+07,6.447576332146e+03,1.000000000000e+00
185,6.141064453125e+16,2.436713986068e-20,1.456822938619e+04,4.483881140968e+07,6.479455122782e+03,1.000000000000e+00
186,6.174169921875e+16,2.524624218462e-20,1.509381279000e+04,4.488086723287e+07,6.504322394929e+03,1.000000000000e+00
187,6.207275390625e+16,2.590179813920e-20,1.548574592521e+04,4.491329539928e+07,6.523761440152e+03,1.000000000000e+00
188,6.240380859375e+16,2.636473903232e-20,1.576252149927e+04,4.493800547227e+07,6.538969665178e+03,1.000000000000e+00
189,6.273486328125e+16,2.666801068439e-20,1.594383662362e+04,4.495665886421e+07,6.550832134848e+03,1.000000000000e+00
190,6.306591796875e+16,2.684498011952e-20,1.604964023208e+04,4.497065842416e+07,6.559963080766e+03,1.000000000000e+00
191,6.339697265625e+16,2.692860489128e-20,1.609963645094e+04,4.498115529573e+07,6.566587556180e+03,1.000000000000e+00
192,6.372802734375e+16,2.695191323582e-20,1.611357166500e+04,4.498906466918e+07,6.570551136497e+03,1.000000000000e+00
193,6.405908203125e+16,2.694788893343e-20,1.611116568052e+04,4.499508023159e+07,6.571900446795e+03,1.000000000000e+00
194,6.439013671875e+16,2.691533141989e-20,1.609170072369e+04,4.499967679598e+07,6.573925902668e+03,1.000000000000e+00
195,6.472119140625e+16,2.683021835581e-20,1.604081470882e+04,4.500314139336e+07,6.576035486397e+03,1.000000000000e+00
196,6.505224609375e+16,2.667549060906e-20,1.594830859936e+04,4.500565767948e+07,6.577407766547e+03,1.000000000000e+00
197,6.538330078125e+16,2.644440737644e-20,1.581015231350e+04,4.500737114749e+07,6.577442435117e+03,1.000000000000e+00
198,6.571435546875e+16,2.614203801530e-20,1.562937663619e+04,4.500843222133e+07,6.575970361657e+03,1.000000000000e+00
199,6.604541015625e+16,2.578456999125e-20,1.541565946617e+04,4.500901847016e+07,6.573160639087e+03,1.000000000000e+00
200,6.637646484375e+16,2.542481127339e-20,1.520057277337e+04,4.500934322117e+07,6.569328999755e+03,1.000000000000e+00
201,6.670751953125e+16,2.511546876128e-20,1.501562810194e+04,4.500958834669e+07,6.566355972876e+03,1.000000000000e+00
202,6.703857421875e+16,2.483656924762e-20,1.484888419544e+04,4.500982177634e+07,6.563984891020e+03,1.000000000000e+00
203,6.736962890625e+16,2.457609126025e-20,1.469315385155e+04,4.501005833632e+07,6.561923446511e+03,1.000000000000e+00
204,6.770068359375e+16,2.432713727037e-20,1.454431328791e+04,4.501030486026e+07,6.560044982686e+03,1.000000000000e+00
205,6.803173828125e+16,2.408593045784e-20,1.440010448070e+04,4.501056645477e+07,6.558309174949e+03,1.000000000000e+00
206,6.836279296875e+16,2.385052518558e-20,1.425936420406e+04,4.501084436571e+07,6.556599497801e+03,1.000000000000e+00
207,6.869384765625e+16,2.361987246775e-20,1.412146530738e+04,4.501113688951e+07,6.555010437504e+03,1.000000000000e+00
208,6.902490234375e+16,2.339331938085e-20,1.398601743139e+04,4.501144139116e+07,6.553462225326e+03,1.000000000000e+00
209,6.935595703125e+16,2.317045299771e-20,1.385277370190e+04,4.501175614769e+07,6.551942733948e+03,1.000000000000e+00
210,6.968701171875e+16,2.295100636877e-20,1.372157451945e+04,4.501206868933e+07,6.550424478904e+03,1.000000000000e+00
211,7.001806640625e+16,2.273478531547e-20,1.359230379171e+04,4.501236311810e+07,6.548992737527e+03,1.000000000000e+00
212,7.034912109375e+16,2.252163822976e-20,1.346487087774e+04,4.501264087166e+07,6.547593068262e+03,1.000000000000e+00
213,7.068017578125e+16,2.231147283337e-20,1.333922060769e+04,4.501290458741e+07,6.546232191830e+03,1.000000000000e+00
214,7.101123046875e+16,2.210419296572e-20,1.321529549066e+04,4.501315779410e+07,6.544897352487e+03,1.000000000000e+00
215,7.134228515625e+16,2.189967675096e-20,1.309302266148e+04,4.501340374403e+07,6.543595271493e+03,1.000000000000e+00
216,7.167333984375e+16,2.169790042677e-20,1.297238791352e+04,4.501364496879e+07,6.542306550468e+03,1.000000000000e+00
217,7.200439453125e+16,2.149888677070e-20,1.285340486467e+04,4.501388366894e+07,6.541061195036e+03,1.000000000000e+00
218,7.233544921875e+16,2.130259538966e-20,1.273604936533e+04,4.501412160394e+07,6.539893805704e+03,1.000000000000e+00
219,7.266650390625e+16,2.110894444362e-20,1.262027248635e+04,4.501435948268e+07,6.538720891808e+03,1.000000000000e+00
220,7.299755859375e+16,2.091788066467e-20,1.250604238077e+04,4.501459765828e+07,6.537645820746e+03,1.000000000000e+00
221,7.332861328125e+16,2.072939849085e-20,1.239335572328e+04,4.501483693072e+07,6.536622380128e+03,1.000000000000e+00
222,7.365966796875e+16,2.054354148806e-20,1.228223856037e+04,4.501507755025e+07,6.535627761878e+03,1.000000000000e+00
223,7.399072265625e+16,2.036028415654e-20,1.217267564664e+04,4.501531397340e+07,6.534621743716e+03,1.000000000000e+00
224,7.432177734375e+16,2.017950721344e-20,1.206459566721e+04,4.501554413915e+07,6.533683752815e+03,1.000000000000e+00
225,7.465283203125e+16,2.000108173201e-20,1.195792154146e+04,4.501576866879e+07,6.532790704002e+03,1.000000000000e+00
226,7.498388671875e+16,1.982492814187e-20,1.185260569713e+04,4.501598927706e+07,6.531973614504e+03,1.000000000000e+00
227,7.531494140625e+16,1.965100796487e-20,1.174862512953e+04,4.501620830377e+07,6.531199479082e+03,1.000000000000e+00
228,7.564599609375e+16,1.947937013948e-20,1.164600909721e+04,4.501642743639e+07,6.530462920062e+03,1.000000000000e+00
229,7.597705078125e+16,1.931004777890e-20,1.154477739733e+04,4.501664628269e+07,6.529705415332e+03,1.000000000000e+00
230,7.630810546875e+16,1.914297443241e-20,1.144489030144e+04,4.501686270007e+07,6.529016719856e+03,1.000000000000e+00
231,7.663916015625e+16,1.897802513369e-20,1.134627309669e+04,4.501707715816e+07,6.528377411898e+03,1.000000000000e+00
232,7.697021484375e+16,1.881512794596e-20,1.124888277469e+04,4.501729038457e+07,6.527786035087e+03,1.000000000000e+00
233,7.730126953125e+16,1.865427591054e-20,1.115271517510e+04,4.501750282296e+07,6.527232921882e+03,1.000000000000e+00
234,7.763232421875e+16,1.849549952350e-20,1.105778853041e+04,4.501771400476e+07,6.526723635007e+03,1.000000000000e+00
235,7.796337890625e+16,1.833881109729e-20,1.096411020180e+04,4.501792254133e+07,6.526229874719e+03,1.000000000000e+00
236,7.829443359375e+16,1.818417080492e-20,1.087165637815e+04,4.501812683943e+07,6.525766372916e+03,1.000000000000e+00
237,7.862548828125e+16,1.803149343896e-20,1.078037611702e+04,4.501832597343e+07,6.525348739692e+03,1.000000000000e+00
238,7.895654296875e+16,1.788072975485e-20,1.069023997689e+04,4.501851982371e+07,6.524958680685e+03,1.000000000000e+00
239,7.928759765625e+16,1.773185575157e-20,1.060123360840e+04,4.501870916052e+07,6.524582426800e+03,1.000000000000e+00
240,7.961865234375e+16,1.758481749577e-20,1.051332476677e+04,4.501889555828e+07,6.524256501665e+03,1.000000000000e+00
241,7.994970703125e+16,1.743951612369e-20,1.042645434494e+04,4.501908069729e+07,6.524003221182e+03,1.000000000000e+00
242,8.028076171875e+16,1.729589645884e-20,1.034058935488e+04,4.501926564901e+07,6.523833959264e+03,1.000000000000e+00
243,8.061181640625e+16,1.715396744096e-20,1.025573514134e+04,4.501945080842e+07,6.523685942425e+03,1.000000000000e+00
244,8.094287109375e+16,1.701379922145e-20,1.017193364530e+04,4.501963681623e+07,6.523549911239e+03,1.000000000000e+00
245,8.127392578125e+16,1.687543944874e-20,1.008921335403e+04,4.501982483223e+07,6.523413610597e+03,1.000000000000e+00
246,8.160498046875e+16,1.673891044526e-20,1.000758761330e+04,4.502001478105e+07,6.523278772573e+03,1.000000000000e+00
247,8.193603515625e+16,1.660413490158e-20,9.927010202609e+03,4.502019880544e+07,6.523147229356e+03,1.000000000000e+00
248,8.226708984375e+16,1.647099584528e-20,9.847411188385e+03,4.502037555934e+07,6.523076496823e+03,1.000000000000e+00
249,8.259814453125e+16,1.633934128899e-20,9.768699702885e+03,4.502054714836e+07,6.523096534973e+03,1.000000000000e+00
250,8.292919921875e+16,1.620911917679e-20,9.690844623771e+03,4.502071598482e+07,6.523190768830e+03,1.000000000000e+00
251,8.326025390625e+16,1.608035211419e-20,9.613859466049e+03,4.502088379998e+07,6.523313412791e+03,1.000000000000e+00
252,8.359130859375e+16,1.595310156147e-20,9.537780974597e+03,4.502105151394e+07,6.523434420294e+03,1.000000000000e+00
253,8.392236328125e+16,1.582740395390e-20,9.462630932745e+03,4.502121965574e+07,6.523571555549e+03,1.000000000000e+00
254,8.425341796875e+16,1.570327132900e-20,9.388416537284e+03,4.502138934625e+07,6.523692676557e+03,1.000000000000e+00
255,8.458447265625e+16,1.558068850405e-20,9.315128711021e+03,4.502156098932e+07,6.523815190329e+03,1.000000000000e+00
256,8.491552734375e+16,1.545960026264e-20,9.242734442063e+03,4.502172749340e+07,6.523971263608e+03,1.000000000000e+00
257,8.524658203125e+16,1.533989640350e-20,9.171167845064e+03,4.502188691042e+07,6.524177365305e+03,1.000000000000e+00
258,8.557763671875e+16,1.522150701697e-20,9.100387123580e+03,4.502204096193e+07,6.524473806240e+03,1.000000000000e+00
259,8.590869140625e+16,1.510440750127e-20,9.030377569094e+03,4.502219197695e+07,6.524842260395e+03,1.000000000000e+00
260,8.623974609375e+16,1.498861233967e-20,8.961147840634e+03,4.502234181637e+07,6.525259647738e+03,1.000000000000e+00
261,8.657080078125e+16,1.487413634036e-20,8.892706791472e+03,4.502249147361e+07,6.525679745393e+03,1.000000000000e+00
262,8.690185546875e+16,1.476097904630e-20,8.825054148359e+03,4.502264132699e+07,6.526111305130e+03,1.000000000000e+00
263,8.723291015625e+16,1.464910406159e-20,8.758168151514e+03,4.502279199349e+07,6.526578805954e+03,1.000000000000e+00
264,8.756396484375e+16,1.453851582831e-20,8.692051456692e+03,4.502294435852e+07,6.527057473360e+03,1.000000000000e+00
265,8.789501953125e+16,1.442920308810e-20,8.626697332932e+03,4.502309927607e+07,6.527534658473e+03,1.000000000000e+00
266,8.822607421875e+16,1.432112646900e-20,8.562082241161e+03,4.502325725359e+07,6.528023699116e+03,1.000000000000e+00
267,8.855712890625e+16,1.421427822528e-20,8.498201550485e+03,4.502341785909e+07,6.528543054902e+03,1.000000000000e+00
268,8.888818359375e+16,1.410862206797e-20,8.435033565055e+03,4.502357573108e+07,6.529069709661e+03,1.000000000000e+00
269,8.921923828125e+16,1.400413407237e-20,8.372563981151e+03,4.502372836141e+07,6.529602434824e+03,1.000000000000e+00
270,8.955029296875e+16,1.390083590622e-20,8.310805753134e+03,4.502387601483e+07,6.530107335736e+03,1.000000000000e+00
271,8.988134765625e+16,1.379866986523e-20,8.249724381698e+03,4.502401972990e+07,6.530650049923e+03,1.000000000000e+00
272,9.021240234375e+16,1.369759711783e-20,8.189296650857e+03,4.502416111371e+07,6.531242366344e+03,1.000000000000e+00
273,9.054345703125e+16,1.359761130781e-20,8.129518760471e+03,4.502430153144e+07,6.531867648267e+03,1.000000000000e+00
274,9.087451171875e+16,1.349867421616e-20,8.070367860765e+03,4.502444176522e+07,6.532512217247e+03,1.000000000000e+00
275,9.120556640625e+16,1.340083566332e-20,8.011873737582e+03,4.502458213229e+07,6.533151787988e+03,1.000000000000e+00
276,9.153662109375e+16,1.330406878818e-20,7.954020331643e+03,4.502472319824e+07,6.533788958510e+03,1.000000000000e+00
277,9.186767578125e+16,1.320837054927e-20,7.896805824554e+03,4.502486416314e+07,6.534417302963e+03,1.000000000000e+00
278,9.219873046875e+16,1.311372945793e-20,7.840223347664e+03,4.502500204067e+07,6.535064816469e+03,1.000000000000e+00
279,9.252978515625e+16,1.302008661034e-20,7.784237684518e+03,4.502513694125e+07,6.535757461769e+03,1.000000000000e+00
280,9.286083984375e+16,1.292739412694e-20,7.728820209664e+03,4.502527016257e+07,6.536490534446e+03,1.000000000000e+00
281,9.319189453125e+16,1.283569973481e-20,7.673999457384e+03,4.502540306847e+07,6.537217533125e+03,1.000000000000e+00
282,9.352294921875e+16,1.274498635725e-20,7.619765218151e+03,4.502553593998e+07,6.537934199021e+03,1.000000000000e+00
283,9.385400390625e+16,1.265522988634e-20,7.566103078707e+03,4.502566790841e+07,6.538646910974e+03,1.000000000000e+00
284,9.418505859375e+16,1.256643485886e-20,7.513015751426e+03,4.502579817578e+07,6.539355138354e+03,1.000000000000e+00
285,9.451611328125e+16,1.247858526104e-20,7.460493662254e+03,4.502592663646e+07,6.540083478193e+03,1.000000000000e+00
286,9.484716796875e+16,1.239162463103e-20,7.408503054707e+03,4.502605373401e+07,6.540843864267e+03,1.000000000000e+00
287,9.517822265625e+16,1.230555568048e-20,7.357045549981e+03,4.502618004550e+07,6.541627861312e+03,1.000000000000e+00
288,9.550927734375e+16,1.222040547691e-20,7.306137330753e+03,4.502630604382e+07,6.542405017682e+03,1.000000000000e+00
289,9.584033203125e+16,1.213612766036e-20,7.255750680096e+03,4.502643198122e+07,6.543180186994e+03,1.000000000000e+00
290,9.617138671875e+16,1.205269668181e-20,7.205870323175e+03,4.502655794764e+07,6.543958720106e+03,1.000000000000e+00
291,9.650244140625e+16,1.197011487278e-20,7.156497653919e+03,4.502668408750e+07,6.544735666204e+03,1.000000000000e+00
292,9.683349609375e+16,1.188840260793e-20,7.107644853600e+03,4.502681082294e+07,6.545522199802e+03,1.000000000000e+00
293,9.716455078125e+16,1.180752208178e-20,7.059289319686e+03,4.502693876277e+07,6.546272888397e+03,1.000000000000e+00
294,9.749560546875e+16,1.172746473131e-20,7.011425932668e+03,4.502706446308e+07,6.546990341691e+03,1.000000000000e+00
295,9.782666015625e+16,1.164824779194e-20,6.964064996975e+03,4.502718620711e+07,6.547707517205e+03,1.000000000000e+00
296,9.815771484375e+16,1.156985170269e-20,6.917194817804e+03,4.502730555325e+07,6.548448426101e+03,1.000000000000e+00
297,9.848876953125e+16,1.149222672598e-20,6.870785658858e+03,4.502742359640e+07,6.549191261438e+03,1.000000000000e+00
298,9.881982421875e+16,1.141534013372e-20,6.824817953206e+03,4.502754012911e+07,6.549924485354e+03,1.000000000000e+00
299,9.915087890625e+16,1.133922909560e-20,6.779313923246e+03,4.502765472142e+07,6.550643118154e+03,1.000000000000e+00
300,9.948193359375e+16,1.126390105237e-20,6.734278017547e+03,4.502776725090e+07,6.551345657821e+03,1.000000000000e+00
301,9.981298828125e+16,1.118932916586e-20,6.689694190531e+03,4.502787788248e+07,6.552037895585e+03,1.000000000000e+00
302,1.001440429688e+17,1.111547249575e-20,6.645537965464e+03,4.502798718902e+07,6.552766941786e+03,1.000000000000e+00
303,1.004750976562e+17,1.104230460372e-20,6.601793535838e+03,4.502809587022e+07,6.553537131804e+03,1.000000000000e+00
304,1.008061523438e+17,1.096985336537e-20,6.558477567465e+03,4.502820436489e+07,6.554316528820e+03,1.000000000000e+00
305,1.011372070312e+17,1.089814509611e-20,6.515605793371e+03,4.502831282833e+07,6.555062300156e+03,1.000000000000e+00
