cell_index,radius_cm,rho_g_cm3,proton_equivalent_n_cm3,velocity_cm_s,temperature_k,wind1_tracer
530,1.756245117188e+17,3.613756166932e-21,2.160533779779e+03,4.504301138685e+07,6.197604387867e+03,1.000000000000e+00
531,1.759555664062e+17,3.600010803152e-21,2.152315925174e+03,4.504301394795e+07,6.195913543343e+03,1.000000000000e+00
532,1.762866210938e+17,3.586333062268e-21,2.144138499845e+03,4.504302799674e+07,6.194238411393e+03,1.000000000000e+00
533,1.766176757812e+17,3.572766529889e-21,2.136027562049e+03,4.504306445091e+07,6.192362056818e+03,1.000000000000e+00
534,1.769487304688e+17,3.559346916721e-21,2.128004461922e+03,4.504313454304e+07,6.190146177340e+03,1.000000000000e+00
535,1.772797851562e+17,3.546090581711e-21,2.120078979886e+03,4.504324761390e+07,6.187416526910e+03,1.000000000000e+00
536,1.776108398438e+17,3.532988590242e-21,2.112245774256e+03,4.504339945271e+07,6.183998283602e+03,1.000000000000e+00
537,1.779418945312e+17,3.520003420630e-21,2.104482412179e+03,4.504350289739e+07,6.179723957464e+03,1.000000000000e+00
538,1.782729492188e+17,3.507095100920e-21,2.096764995871e+03,4.504353798495e+07,6.174424025568e+03,1.000000000000e+00
539,1.786040039062e+17,3.494230877291e-21,2.089073943012e+03,4.504353878739e+07,6.168727810210e+03,1.000000000000e+00
540,1.789350585938e+17,3.481383086385e-21,2.081392714682e+03,4.504352565561e+07,6.164554822359e+03,1.000000000000e+00
541,1.792661132812e+17,3.468535331121e-21,2.073711507661e+03,4.504349332307e+07,6.161767446451e+03,1.000000000000e+00
542,1.795971679688e+17,3.455680108878e-21,2.066025836403e+03,4.504346644197e+07,6.159922389188e+03,1.000000000000e+00
543,1.799282226562e+17,3.442818533213e-21,2.058336366666e+03,4.504346310986e+07,6.158581328485e+03,1.000000000000e+00
544,1.802592773438e+17,3.429999532846e-21,2.050672351154e+03,4.504347124215e+07,6.157318783774e+03,1.000000000000e+00
545,1.805903320312e+17,3.417272476707e-21,2.043063305764e+03,4.504350180758e+07,6.155884339138e+03,1.000000000000e+00
546,1.809213867188e+17,3.404681282407e-21,2.035535487240e+03,4.504356885665e+07,6.154107672088e+03,1.000000000000e+00
547,1.812524414062e+17,3.392250084878e-21,2.028103324985e+03,4.504368429806e+07,6.151772987303e+03,1.000000000000e+00
548,1.815834960938e+17,3.379973829291e-21,2.020763796898e+03,4.504385516894e+07,6.148658907702e+03,1.000000000000e+00
549,1.819145507812e+17,3.367816284344e-21,2.013495241599e+03,4.504402240486e+07,6.144568298849e+03,1.000000000000e+00
550,1.822456054688e+17,3.355735166816e-21,2.006272379483e+03,4.504409954641e+07,6.139280635003e+03,1.000000000000e+00
551,1.825766601562e+17,3.343708209791e-21,1.999081897967e+03,4.504411477006e+07,6.132603954454e+03,1.000000000000e+00
552,1.829077148438e+17,3.331720621095e-21,1.991914953347e+03,4.504410458878e+07,6.125994220452e+03,1.000000000000e+00
553,1.832387695312e+17,3.319756688612e-21,1.984762151920e+03,4.504406684796e+07,6.121502831527e+03,1.000000000000e+00
554,1.835698242188e+17,3.307805936304e-21,1.977617230442e+03,4.504399520519e+07,6.118747327162e+03,1.000000000000e+00
555,1.839008789062e+17,3.295865943149e-21,1.970478741471e+03,4.504392643199e+07,6.117195232446e+03,1.000000000000e+00
556,1.842319335938e+17,3.283935909925e-21,1.963346207181e+03,4.504390345972e+07,6.116336972670e+03,1.000000000000e+00
557,1.845629882812e+17,3.272016438276e-21,1.956219987274e+03,4.504390357601e+07,6.115749901555e+03,1.000000000000e+00
558,1.848940429688e+17,3.260128243743e-21,1.949112466821e+03,4.504391869956e+07,6.115147315379e+03,1.000000000000e+00
559,1.852250976562e+17,3.248314102553e-21,1.942049220177e+03,4.504396403417e+07,6.114351493969e+03,1.000000000000e+00
560,1.855561523438e+17,3.236623150619e-21,1.935059623922e+03,4.504405371146e+07,6.113122180976e+03,1.000000000000e+00
561,1.858872070312e+17,3.225089482784e-21,1.928164062126e+03,4.504419905318e+07,6.111166758322e+03,1.000000000000e+00
562,1.862182617188e+17,3.213714752372e-21,1.921363523253e+03,4.504440620446e+07,6.108210476531e+03,1.000000000000e+00
563,1.865493164062e+17,3.202460823767e-21,1.914635207401e+03,4.504461310068e+07,6.104036522641e+03,1.000000000000e+00
564,1.868803710938e+17,3.191276026521e-21,1.907948222681e+03,4.504471865790e+07,6.098426440202e+03,1.000000000000e+00
565,1.872114257812e+17,3.180133027767e-21,1.901286227764e+03,4.504474776884e+07,6.091173995419e+03,1.000000000000e+00
566,1.875424804688e+17,3.169020532826e-21,1.894642469970e+03,4.504474129046e+07,6.082748036322e+03,1.000000000000e+00
567,1.878735351562e+17,3.157929617348e-21,1.888011613755e+03,4.504470471935e+07,6.076329669585e+03,1.000000000000e+00
568,1.882045898438e+17,3.146856259068e-21,1.881391254352e+03,4.504462633646e+07,6.072299965055e+03,1.000000000000e+00
569,1.885356445312e+17,3.135805044815e-21,1.874784134060e+03,4.504451155386e+07,6.070060080494e+03,1.000000000000e+00
570,1.888666992188e+17,3.124786261304e-21,1.868196402933e+03,4.504442991845e+07,6.069031006465e+03,1.000000000000e+00
571,1.891977539062e+17,3.113798342457e-21,1.861627124669e+03,4.504440056278e+07,6.068692067294e+03,1.000000000000e+00
572,1.895288085938e+17,3.102831305734e-21,1.855070331070e+03,4.504439809890e+07,6.068636990702e+03,1.000000000000e+00
573,1.898598632812e+17,3.091885104310e-21,1.848525994140e+03,4.504440840634e+07,6.068604989143e+03,1.000000000000e+00
574,1.901909179688e+17,3.080978764266e-21,1.842005488885e+03,4.504444358909e+07,6.068459277237e+03,1.000000000000e+00
575,1.905219726562e+17,3.070143125788e-21,1.835527253532e+03,4.504451663181e+07,6.068011061353e+03,1.000000000000e+00
576,1.908530273438e+17,3.059409889994e-21,1.829110241031e+03,4.504463836398e+07,6.066990834304e+03,1.000000000000e+00
577,1.911840820312e+17,3.048803029657e-21,1.822768783833e+03,4.504481656188e+07,6.065090919171e+03,1.000000000000e+00
578,1.915151367188e+17,3.038330175130e-21,1.816507443850e+03,4.504505464284e+07,6.062021927735e+03,1.000000000000e+00
579,1.918461914062e+17,3.027970479492e-21,1.810313757464e+03,4.504528108660e+07,6.057549996702e+03,1.000000000000e+00
580,1.921772460938e+17,3.017688386565e-21,1.804166466925e+03,4.504540580722e+07,6.051457521185e+03,1.000000000000e+00
581,1.925083007812e+17,3.007458960000e-21,1.798050663694e+03,4.504544906444e+07,6.043551976375e+03,1.000000000000e+00
582,1.928393554688e+17,2.997263514950e-21,1.791955176779e+03,4.504544834447e+07,6.033838168303e+03,1.000000000000e+00
583,1.931704101562e+17,2.987083770057e-21,1.785869076418e+03,4.504541930874e+07,6.025006797594e+03,1.000000000000e+00
584,1.935014648438e+17,2.976907910803e-21,1.779785299140e+03,4.504534656040e+07,6.019045090396e+03,1.000000000000e+00
585,1.938325195312e+17,2.966739839660e-21,1.773706178091e+03,4.504522677536e+07,6.015455870589e+03,1.000000000000e+00
586,1.941635742188e+17,2.956597561358e-21,1.767642477647e+03,4.504508251536e+07,6.013673892846e+03,1.000000000000e+00
587,1.944946289062e+17,2.946501981445e-21,1.761606696476e+03,4.504499364563e+07,6.013144639845e+03,1.000000000000e+00
588,1.948256835938e+17,2.936454934042e-21,1.755599931133e+03,4.504495629382e+07,6.013364113213e+03,1.000000000000e+00
589,1.951567382812e+17,2.926445725822e-21,1.749615788466e+03,4.504494888593e+07,6.013932170281e+03,1.000000000000e+00
590,1.954877929688e+17,2.916463485209e-21,1.743647768753e+03,4.504495334362e+07,6.014577098992e+03,1.000000000000e+00
591,1.958188476562e+17,2.906507945338e-21,1.737695712445e+03,4.504497399997e+07,6.015168248010e+03,1.000000000000e+00
592,1.961499023438e+17,2.896590478343e-21,1.731766418530e+03,4.504502191572e+07,6.015599318572e+03,1.000000000000e+00
593,1.964809570312e+17,2.886730472516e-21,1.725871478563e+03,4.504510613946e+07,6.015675582915e+03,1.000000000000e+00
594,1.968120117188e+17,2.876949248474e-21,1.720023639369e+03,4.504523351804e+07,6.015140478042e+03,1.000000000000e+00
595,1.971430664062e+17,2.867263496592e-21,1.714232879518e+03,4.504540845246e+07,6.013713333953e+03,1.000000000000e+00
596,1.974741210938e+17,2.857682020479e-21,1.708504462368e+03,4.504563294417e+07,6.011127733928e+03,1.000000000000e+00
597,1.978051757812e+17,2.848198089864e-21,1.702834364135e+03,4.504588661457e+07,6.007176809740e+03,1.000000000000e+00
598,1.981362304688e+17,2.838786322846e-21,1.697207409899e+03,4.504606912924e+07,6.001704819084e+03,1.000000000000e+00
599,1.984672851562e+17,2.829427033633e-21,1.691611830240e+03,4.504616850673e+07,5.994569609821e+03,1.000000000000e+00
600,1.987983398438e+17,2.820109389194e-21,1.686041148481e+03,4.504620229142e+07,5.985671773633e+03,1.000000000000e+00
601,1.991293945312e+17,2.810829130124e-21,1.680492818080e+03,4.504620084749e+07,5.975046292413e+03,1.000000000000e+00
602,1.994604492188e+17,2.801581372244e-21,1.674963918961e+03,4.504617411717e+07,5.965052531727e+03,1.000000000000e+00
603,1.997915039062e+17,2.792355801496e-21,1.669448284724e+03,4.504610840875e+07,5.957711511586e+03,1.000000000000e+00
604,2.001225585938e+17,2.783142409173e-21,1.663939931526e+03,4.504599994630e+07,5.952746482943e+03,1.000000000000e+00
605,2.004536132812e+17,2.773938483888e-21,1.658437238326e+03,4.504585280706e+07,5.949814645694e+03,1.000000000000e+00
606,2.007846679688e+17,2.764755653727e-21,1.652947157136e+03,4.504572037562e+07,5.948514305892e+03,1.000000000000e+00
607,2.011157226562e+17,2.755611288826e-21,1.647480072930e+03,4.504564400888e+07,5.948407173990e+03,1.000000000000e+00
608,2.014467773438e+17,2.746516667919e-21,1.642042728855e+03,4.504560925597e+07,5.949050053935e+03,1.000000000000e+00
609,2.017778320312e+17,2.737474415810e-21,1.636636694185e+03,4.504560047070e+07,5.950062472451e+03,1.000000000000e+00
610,2.021088867188e+17,2.728478474269e-21,1.631258346925e+03,4.504560239159e+07,5.951174073331e+03,1.000000000000e+00
611,2.024399414062e+17,2.719520097698e-21,1.625902458398e+03,4.504561496810e+07,5.952241959946e+03,1.000000000000e+00
612,2.027709960938e+17,2.710591584372e-21,1.620564424022e+03,4.504564653142e+07,5.953220066531e+03,1.000000000000e+00
613,2.031020507812e+17,2.701690196923e-21,1.615242607225e+03,4.504570386561e+07,5.954018398176e+03,1.000000000000e+00
614,2.034331054688e+17,2.692823535361e-21,1.609941551776e+03,4.504579192805e+07,5.954466974272e+03,1.000000000000e+00
615,2.037641601562e+17,2.684008694391e-21,1.604671477981e+03,4.504591370615e+07,5.954335103687e+03,1.000000000000e+00
616,2.040952148438e+17,2.675264654200e-21,1.599443733404e+03,4.504607036939e+07,5.953364392334e+03,1.000000000000e+00
617,2.044262695312e+17,2.666604012689e-21,1.594265849873e+03,4.504626182636e+07,5.951314981730e+03,1.000000000000e+00
618,2.047573242188e+17,2.658026758951e-21,1.589137820869e+03,4.504648710759e+07,5.948010013157e+03,1.000000000000e+00
619,2.050883789062e+17,2.649515288248e-21,1.584049121157e+03,4.504670082731e+07,5.943360392144e+03,1.000000000000e+00
620,2.054194335938e+17,2.641047029198e-21,1.578986256124e+03,4.504685226110e+07,5.937327983138e+03,1.000000000000e+00
621,2.057504882812e+17,2.632612200845e-21,1.573943378093e+03,4.504694345126e+07,5.929899044437e+03,1.000000000000e+00
622,2.060815429688e+17,2.624213218222e-21,1.568921930924e+03,4.504698309362e+07,5.921093145906e+03,1.000000000000e+00
623,2.064125976562e+17,2.615856882855e-21,1.563925981004e+03,4.504698916340e+07,5.910968966542e+03,1.000000000000e+00
624,2.067436523438e+17,2.607544255138e-21,1.558956162302e+03,4.504697950125e+07,5.900411297049e+03,1.000000000000e+00
625,2.070747070312e+17,2.599267863355e-21,1.554008007751e+03,4.504694759989e+07,5.891486019514e+03,1.000000000000e+00
626,2.074057617188e+17,2.591017905985e-21,1.549075657378e+03,4.504688762134e+07,5.884297273476e+03,1.000000000000e+00
627,2.077368164062e+17,2.582786568388e-21,1.544154439092e+03,4.504679902644e+07,5.878855325768e+03,1.000000000000e+00
628,2.080678710938e+17,2.574569811211e-21,1.539241937910e+03,4.504668390911e+07,5.875105817719e+03,1.000000000000e+00
629,2.083989257812e+17,2.566371274190e-21,1.534340329899e+03,4.504655573051e+07,5.872904923492e+03,1.000000000000e+00
630,2.087299804688e+17,2.558203163435e-21,1.529456912648e+03,4.504646219196e+07,5.872032472450e+03,1.000000000000e+00
631,2.090610351562e+17,2.550075279810e-21,1.524597545741e+03,4.504640552566e+07,5.872189042913e+03,1.000000000000e+00
632,2.093920898438e+17,2.541991492538e-21,1.519764542444e+03,4.504637804650e+07,5.873056966134e+03,1.000000000000e+00
633,2.097231445312e+17,2.533948008628e-21,1.514955635065e+03,4.504637010663e+07,5.874340644332e+03,1.000000000000e+00
634,2.100541992188e+17,2.525937274723e-21,1.510166307728e+03,4.504637087450e+07,5.875808965702e+03,1.000000000000e+00
635,2.103852539062e+17,2.517955470199e-21,1.505394276217e+03,4.504637880119e+07,5.877300311428e+03,1.000000000000e+00
636,2.107163085938e+17,2.510005258592e-21,1.500641132967e+03,4.504639993235e+07,5.878728778279e+03,1.000000000000e+00
637,2.110473632812e+17,2.502093483811e-21,1.495910969701e+03,4.504643915040e+07,5.880034517094e+03,1.000000000000e+00
638,2.113784179688e+17,2.494225756732e-21,1.491207140959e+03,4.504649985626e+07,5.881116990601e+03,1.000000000000e+00
639,2.117094726562e+17,2.486402185162e-21,1.486529711196e+03,4.504658371863e+07,5.881850033181e+03,1.000000000000e+00
640,2.120405273438e+17,2.478618263650e-21,1.481875986763e+03,4.504669059944e+07,5.882087874342e+03,1.000000000000e+00
641,2.123715820312e+17,2.470870374443e-21,1.477243804740e+03,4.504681873006e+07,5.881665669112e+03,1.000000000000e+00
642,2.127026367188e+17,2.463161323454e-21,1.472634842678e+03,4.504696526810e+07,5.880403611968e+03,1.000000000000e+00
643,2.130336914062e+17,2.455499450839e-21,1.468054086857e+03,4.504712736914e+07,5.878130815293e+03,1.000000000000e+00
644,2.133647460938e+17,2.447893193594e-21,1.463506581447e+03,4.504730385996e+07,5.874718076694e+03,1.000000000000e+00
645,2.136958007812e+17,2.440343768376e-21,1.458993053847e+03,4.504747908631e+07,5.870110479481e+03,1.000000000000e+00
646,2.140268554688e+17,2.432843312308e-21,1.454508803126e+03,4.504762273380e+07,5.864327373055e+03,1.000000000000e+00
647,2.143579101562e+17,2.425381480473e-21,1.450047644433e+03,4.504772751222e+07,5.857444112163e+03,1.000000000000e+00
