shell_index,tobs_s,radius_cm,gamma,fullhide_gamma2_dndgamma,dg_gamma2_dndgamma,dg_over_fullhide
48,3.4092541800e+02,1.1580319200e+17,6.3620059397e+05,7.4213261566e+50,9.6667429039e+50,1.3025627361e+00
48,3.4092541800e+02,1.1580319200e+17,7.4880650353e+05,6.7444922427e+50,8.7163615795e+50,1.2923673519e+00
48,3.4092541800e+02,1.1580319200e+17,8.8134337667e+05,6.0843817880e+50,7.7879977633e+50,1.2799982044e+00
48,3.4092541800e+02,1.1580319200e+17,1.0373389440e+06,5.4426731619e+50,6.8849796701e+50,1.2649996546e+00
48,3.4092541800e+02,1.1580319200e+17,1.2209453354e+06,4.8235675388e+50,6.0415903367e+50,1.2525149255e+00
48,3.4092541800e+02,1.1580319200e+17,1.4370495977e+06,4.2329812603e+50,5.2486709035e+50,1.2399466430e+00
48,3.4092541800e+02,1.1580319200e+17,1.6914037724e+06,3.6766376890e+50,4.5023810722e+50,1.2245919922e+00
48,3.4092541800e+02,1.1580319200e+17,1.9907779982e+06,3.1582344082e+50,3.8157719253e+50,1.2081978194e+00
48,3.4092541800e+02,1.1580319200e+17,2.3431407110e+06,2.6797373727e+50,3.1946388945e+50,1.1921462629e+00
48,3.4092541800e+02,1.1580319200e+17,2.7578707404e+06,2.2437152609e+50,2.6428552589e+50,1.1778924469e+00
48,3.4092541800e+02,1.1580319200e+17,3.2460069448e+06,1.8545975996e+50,2.1647538953e+50,1.1672364376e+00
48,3.4092541800e+02,1.1580319200e+17,3.8205420331e+06,1.5167160370e+50,1.7611937473e+50,1.1611888477e+00
48,3.4092541800e+02,1.1580319200e+17,4.4967683912e+06,1.2311385465e+50,1.4264119964e+50,1.1586120835e+00
48,3.4092541800e+02,1.1580319200e+17,5.2926851187e+06,9.9461916202e+49,1.1505448318e+50,1.1567692196e+00
48,3.4092541800e+02,1.1580319200e+17,6.2294771108e+06,8.0109784872e+49,9.2481625931e+49,1.1544360789e+00
48,3.4092541800e+02,1.1580319200e+17,7.3320789361e+06,6.4378060677e+49,7.4265447643e+49,1.1535831751e+00
48,3.4092541800e+02,1.1580319200e+17,8.6298385191e+06,5.1637455648e+49,5.9617755189e+49,1.1545447862e+00
48,3.4092541800e+02,1.1580319200e+17,1.0157298294e+07,4.1346994254e+49,4.7673848746e+49,1.1530184868e+00
48,3.4092541800e+02,1.1580319200e+17,1.1955114617e+07,3.3053707224e+49,3.8108889365e+49,1.1529384316e+00
48,3.4092541800e+02,1.1580319200e+17,1.4071139922e+07,2.6382368156e+49,3.0423667519e+49,1.1531818273e+00
48,3.4092541800e+02,1.1580319200e+17,1.6561696398e+07,2.1024218874e+49,2.4179877124e+49,1.1500963374e+00
48,3.4092541800e+02,1.1580319200e+17,1.9493075124e+07,1.6726531946e+49,1.9215629870e+49,1.1488113575e+00
48,3.4092541800e+02,1.1580319200e+17,2.2943300533e+07,1.3283347423e+49,1.5249512997e+49,1.1480173267e+00
48,3.4092541800e+02,1.1580319200e+17,2.7004207186e+07,1.0527433013e+49,1.2066213465e+49,1.1461686292e+00
48,3.4092541800e+02,1.1580319200e+17,3.1783884133e+07,8.3234191933e+48,9.5230911261e+48,1.1441321054e+00
48,3.4092541800e+02,1.1580319200e+17,3.7409551911e+07,6.5620115361e+48,7.5022951903e+48,1.1432919843e+00
48,3.4092541800e+02,1.1580319200e+17,4.4030948778e+07,5.1551601038e+48,5.8907592682e+48,1.1426918174e+00
48,3.4092541800e+02,1.1580319200e+17,5.1824316283e+07,4.0320601247e+48,4.5977079321e+48,1.1402875428e+00
48,3.4092541800e+02,1.1580319200e+17,6.0997090291e+07,3.1358625609e+48,3.5645385158e+48,1.1367011298e+00
48,3.4092541800e+02,1.1580319200e+17,7.1793422294e+07,2.4209830479e+48,2.7466189644e+48,1.1345056574e+00
48,3.4092541800e+02,1.1580319200e+17,8.4500677985e+07,1.8509100505e+48,2.0941933077e+48,1.1314398056e+00
48,3.4092541800e+02,1.1580319200e+17,9.9457086063e+07,1.3964261051e+48,1.5647025171e+48,1.1205050603e+00
48,3.4092541800e+02,1.1580319200e+17,1.1706074086e+08,1.0341685742e+48,1.1436032308e+48,1.1058189731e+00
48,3.4092541800e+02,1.1580319200e+17,1.3778019841e+08,7.4546783218e+47,8.1673024406e+47,1.0955942145e+00
48,3.4092541800e+02,1.1580319200e+17,1.6216694798e+08,5.1541087472e+47,5.4742200794e+47,1.0621079895e+00
48,3.4092541800e+02,1.1580319200e+17,1.9087009106e+08,3.3208685218e+47,3.4248945470e+47,1.0313249454e+00
48,3.4092541800e+02,1.1580319200e+17,2.2465361848e+08,1.9108054316e+47,1.9047346542e+47,9.9682292228e-01
48,3.4092541800e+02,1.1580319200e+17,2.6441674553e+08,9.6780520686e+46,8.9841163103e+46,9.2829799289e-01
48,3.4092541800e+02,1.1580319200e+17,3.1121784634e+08,3.8130800014e+46,2.5634403072e+46,6.7227551121e-01
63,1.4000233512e+04,6.8768421657e+17,1.0000000000e+00,2.6571389027e+54,1.4458052575e+54,5.4412106797e-01
63,1.4000233512e+04,6.8768421657e+17,1.1769974920e+00,2.7931412447e+53,3.6779848512e+53,1.3167915723e+00
63,1.4000233512e+04,6.8768421657e+17,1.3853230963e+00,3.4345441750e+53,4.7616961288e+53,1.3864128356e+00
63,1.4000233512e+04,6.8768421657e+17,1.6305218099e+00,4.1416813360e+53,5.9534374049e+53,1.4374445840e+00
63,1.4000233512e+04,6.8768421657e+17,1.9191200810e+00,4.8724654376e+53,6.9323482198e+53,1.4227598551e+00
63,1.4000233512e+04,6.8768421657e+17,2.2587995223e+00,5.5665807641e+53,7.7723198329e+53,1.3962466660e+00
63,1.4000233512e+04,6.8768421657e+17,2.6586013727e+00,6.1522231983e+53,8.3816612743e+53,1.3623792577e+00
63,1.4000233512e+04,6.8768421657e+17,3.1291671480e+00,6.5615166654e+53,8.3592592915e+53,1.2739827875e+00
63,1.4000233512e+04,6.8768421657e+17,3.6830218853e+00,6.7491654648e+53,7.7650751878e+53,1.1505237541e+00
63,1.4000233512e+04,6.8768421657e+17,4.3349075221e+00,6.7074970953e+53,7.0681810623e+53,1.0537732573e+00
63,1.4000233512e+04,6.8768421657e+17,5.1021752817e+00,6.4703731751e+53,6.4995345657e+53,1.0045069102e+00
63,1.4000233512e+04,6.8768421657e+17,6.0052475105e+00,6.1022131822e+53,5.9507033278e+53,9.7517132720e-01
63,1.4000233512e+04,6.8768421657e+17,7.0681612589e+00,5.6755885950e+53,5.4568557451e+53,9.6146076372e-01
63,1.4000233512e+04,6.8768421657e+17,8.3192080750e+00,5.2480673724e+53,5.1322859157e+53,9.7793826783e-01
63,1.4000233512e+04,6.8768421657e+17,9.7916870400e+00,4.8505451472e+53,4.7358582674e+53,9.7635587830e-01
63,1.4000233512e+04,6.8768421657e+17,1.1524791089e+01,4.4903688380e+53,4.4190435842e+53,9.8411594764e-01
63,1.4000233512e+04,6.8768421657e+17,1.3564650208e+01,4.1645980617e+53,4.1032885214e+53,9.8527840158e-01
63,1.4000233512e+04,6.8768421657e+17,1.5965559275e+01,3.8685826532e+53,3.8344493103e+53,9.9117678334e-01
63,1.4000233512e+04,6.8768421657e+17,1.8791423225e+01,3.5983672223e+53,3.5642671538e+53,9.9052346065e-01
63,1.4000233512e+04,6.8768421657e+17,2.2117458008e+01,3.3507529415e+53,3.3159630704e+53,9.8961729745e-01
63,1.4000233512e+04,6.8768421657e+17,2.6032192606e+01,3.1231033194e+53,3.1047312232e+53,9.9411735883e-01
63,1.4000233512e+04,6.8768421657e+17,3.0639825409e+01,2.9132213463e+53,2.9073423480e+53,9.9798195964e-01
63,1.4000233512e+04,6.8768421657e+17,3.6062997662e+01,2.7192570689e+53,2.7089080359e+53,9.9619416892e-01
63,1.4000233512e+04,6.8768421657e+17,4.2446057804e+01,2.5396373070e+53,2.5284746738e+53,9.9560463490e-01
63,1.4000233512e+04,6.8768421657e+17,4.9958903582e+01,2.3730116869e+53,2.3704640857e+53,9.9892642699e-01
63,1.4000233512e+04,6.8768421657e+17,5.8801504221e+01,2.2182108371e+53,2.2116716626e+53,9.9705205005e-01
63,1.4000233512e+04,6.8768421657e+17,6.9209222995e+01,2.0742137378e+53,2.0756951035e+53,1.0007141818e+00
63,1.4000233512e+04,6.8768421657e+17,8.1459081891e+01,1.9401220258e+53,1.9408022822e+53,1.0003506256e+00
63,1.4000233512e+04,6.8768421657e+17,9.5877135089e+01,1.8151396242e+53,1.8169524317e+53,1.0009987152e+00
63,1.4000233512e+04,6.8768421657e+17,1.1284714754e+02,1.6985564808e+53,1.7004759236e+53,1.0011300435e+00
63,1.4000233512e+04,6.8768421657e+17,1.3282080964e+02,1.5897354964e+53,1.5908021367e+53,1.0006709545e+00
63,1.4000233512e+04,6.8768421657e+17,1.5632975984e+02,1.4881019453e+53,1.4876058154e+53,9.9966660223e-01
63,1.4000233512e+04,6.8768421657e+17,1.8399973526e+02,1.3931348551e+53,1.3927924446e+53,9.9975421582e-01
63,1.4000233512e+04,6.8768421657e+17,2.1656722693e+02,1.3043599334e+53,1.3067776673e+53,1.0018535788e+00
63,1.4000233512e+04,6.8768421657e+17,2.5489908296e+02,1.2213437234e+53,1.2251731420e+53,1.0031354143e+00
63,1.4000233512e+04,6.8768421657e+17,3.0001558136e+02,1.1436887407e+53,1.1447249580e+53,1.0009060309e+00
63,1.4000233512e+04,6.8768421657e+17,3.5311758683e+02,1.0710293973e+53,1.0700159691e+53,9.9905378116e-01
63,1.4000233512e+04,6.8768421657e+17,4.1561851410e+02,1.0030285613e+53,1.0031494138e+53,1.0001204875e+00
63,1.4000233512e+04,6.8768421657e+17,4.8918194873e+02,9.3937463192e+52,9.3985065032e+52,1.0005067397e+00
63,1.4000233512e+04,6.8768421657e+17,5.7576592681e+02,8.7977903565e+52,8.8107214812e+52,1.0014698151e+00
63,1.4000233512e+04,6.8768421657e+17,6.7767505185e+02,8.2397406470e+52,8.2594924782e+52,1.0023971423e+00
63,1.4000233512e+04,6.8768421657e+17,7.9762183644e+02,7.7171106723e+52,7.7295275630e+52,1.0016090077e+00
63,1.4000233512e+04,6.8768421657e+17,9.3879890108e+02,7.2275847273e+52,7.2368526720e+52,1.0012823018e+00
63,1.4000233512e+04,6.8768421657e+17,1.1049639521e+03,6.7690038778e+52,6.7751166338e+52,1.0009030510e+00
63,1.4000233512e+04,6.8768421657e+17,1.3005398004e+03,6.3393557330e+52,6.3486300943e+52,1.0014629817e+00
63,1.4000233512e+04,6.8768421657e+17,1.5307320834e+03,5.9367623567e+52,5.9482421441e+52,1.0019336781e+00
63,1.4000233512e+04,6.8768421657e+17,1.8016678231e+03,5.5594694665e+52,5.5698321514e+52,1.0018639701e+00
63,1.4000233512e+04,6.8768421657e+17,2.1205585093e+03,5.2058368462e+52,5.2130488924e+52,1.0013853769e+00
63,1.4000233512e+04,6.8768421657e+17,2.4958920471e+03,4.8743296779e+52,4.8741465121e+52,9.9996242237e-01
63,1.4000233512e+04,6.8768421657e+17,2.9376586798e+03,4.5635106461e+52,4.5629415225e+52,9.9987528821e-01
63,1.4000233512e+04,6.8768421657e+17,3.4576168986e+03,4.2720326769e+52,4.2773376689e+52,1.0012417958e+00
63,1.4000233512e+04,6.8768421657e+17,4.0696064181e+03,3.9986322146e+52,4.0054829081e+52,1.0017132592e+00
63,1.4000233512e+04,6.8768421657e+17,4.7899165476e+03,3.7421229463e+52,3.7444391018e+52,1.0006189416e+00
63,1.4000233512e+04,6.8768421657e+17,5.6377197636e+03,3.5013898854e+52,3.4989968851e+52,9.9931655705e-01
63,1.4000233512e+04,6.8768421657e+17,6.6355820225e+03,3.2753837263e+52,3.2700507967e+52,9.9837181532e-01
63,1.4000233512e+04,6.8768421657e+17,7.8100633987e+03,3.0631153724e+52,3.0580333721e+52,9.9834090470e-01
63,1.4000233512e+04,6.8768421657e+17,9.1924250329e+03,2.8636505198e+52,2.8597579276e+52,9.9864068880e-01
63,1.4000233512e+04,6.8768421657e+17,1.0819461209e+04,2.6761041554e+52,2.6702724499e+52,9.9782082267e-01
63,1.4000233512e+04,6.8768421657e+17,1.2734478709e+04,2.4996347988e+52,2.4901577496e+52,9.9620862646e-01
63,1.4000233512e+04,6.8768421657e+17,1.4988449502e+04,2.3334382912e+52,2.3222825133e+52,9.9521916738e-01
63,1.4000233512e+04,6.8768421657e+17,1.7641367474e+04,2.1767409385e+52,2.1650132355e+52,9.9461226516e-01
63,1.4000233512e+04,6.8768421657e+17,2.0763845273e+04,2.0287918752e+52,2.0150849778e+52,9.9324381293e-01
63,1.4000233512e+04,6.8768421657e+17,2.4438993811e+04,1.8888546846e+52,1.8724034978e+52,9.9129039046e-01
63,1.4000233512e+04,6.8768421657e+17,2.8764634423e+04,1.7561986367e+52,1.7364323025e+52,9.8874481866e-01
63,1.4000233512e+04,6.8768421657e+17,3.3855902575e+04,1.6300904436e+52,1.6054473084e+52,9.8488235102e-01
63,1.4000233512e+04,6.8768421657e+17,3.9848312421e+04,1.5097881666e+52,1.4813689948e+52,9.8117671581e-01
63,1.4000233512e+04,6.8768421657e+17,4.6901363782e+04,1.3945397598e+52,1.3630652918e+52,9.7743021110e-01
63,1.4000233512e+04,6.8768421657e+17,5.5202787544e+04,1.2835894807e+52,1.2465872260e+52,9.7117282808e-01
63,1.4000233512e+04,6.8768421657e+17,6.4973542493e+04,1.1761956855e+52,1.1318335525e+52,9.6228337377e-01
63,1.4000233512e+04,6.8768421657e+17,7.6473696562e+04,1.0716629548e+52,1.0178020659e+52,9.4974083162e-01
63,1.4000233512e+04,6.8768421657e+17,9.0009349060e+04,9.6938973371e+51,9.0435087977e+51,9.3290742446e-01
63,1.4000233512e+04,6.8768421657e+17,1.0594077810e+05,8.6892973351e+51,7.9110020195e+51,9.1043058080e-01
63,1.4000233512e+04,6.8768421657e+17,1.2469203013e+05,7.7006172480e+51,6.7829907588e+51,8.8083728100e-01
63,1.4000233512e+04,6.8768421657e+17,1.4676220674e+05,6.7285905100e+51,5.6725100374e+51,8.4304581011e-01
63,1.4000233512e+04,6.8768421657e+17,1.7273874926e+05,5.7774819474e+51,4.5964557466e+51,7.9558115255e-01
63,1.4000233512e+04,6.8768421657e+17,2.0331307466e+05,4.8554520909e+51,3.5738160061e+51,7.3604186370e-01
63,1.4000233512e+04,6.8768421657e+17,2.3929897897e+05,3.9745836132e+51,2.6221663387e+51,6.5973359573e-01
63,1.4000233512e+04,6.8768421657e+17,2.8165429809e+05,3.1504251079e+51,1.7704053019e+51,5.6195759024e-01
63,1.4000233512e+04,6.8768421657e+17,3.3150640247e+05,2.4008509549e+51,1.0606924599e+51,4.4179854551e-01
63,1.4000233512e+04,6.8768421657e+17,3.9018220430e+05,1.7440118074e+51,5.4015897306e+50,3.0972208490e-01
63,1.4000233512e+04,6.8768421657e+17,4.5924347590e+05,1.1952978558e+51,2.2277164241e+50,1.8637333057e-01
63,1.4000233512e+04,6.8768421657e+17,5.4052841937e+05,7.6368774588e+50,7.1780387087e+49,9.3991801589e-02
63,1.4000233512e+04,6.8768421657e+17,6.3620059397e+05,4.4853394875e+50,1.8504753765e+49,4.1256082881e-02
63,1.4000233512e+04,6.8768421657e+17,7.4880650353e+05,2.3830469921e+50,4.6892561749e+48,1.9677564859e-02
63,1.4000233512e+04,6.8768421657e+17,8.8134337667e+05,1.1244617108e+50,1.8101916292e+48,1.6098294961e-02
63,1.4000233512e+04,6.8768421657e+17,1.0373389440e+06,4.6142790932e+49,7.5229793714e+47,1.6303693859e-02
63,1.4000233512e+04,6.8768421657e+17,1.2209453354e+06,1.6073742155e+49,1.8768431087e+47,1.1676453999e-02
63,1.4000233512e+04,6.8768421657e+17,1.4370495977e+06,4.6216916738e+48,2.0718894582e+46,4.4829677192e-03
63,1.4000233512e+04,6.8768421657e+17,1.6914037724e+06,1.0612706749e+48,1.2888686155e+46,1.2144579568e-02
63,1.4000233512e+04,6.8768421657e+17,1.9907779982e+06,1.8710958236e+47,1.5165679828e+46,8.1052395270e-02
63,1.4000233512e+04,6.8768421657e+17,2.3431407110e+06,2.4150758714e+46,1.7175014897e+46,7.1115839879e-01
63,1.4000233512e+04,6.8768421657e+17,2.7578707404e+06,2.1529621559e+45,1.9826034679e+46,9.2087241872e+00
63,1.4000233512e+04,6.8768421657e+17,3.2460069448e+06,1.2339142635e+44,1.9674972824e+46,1.5945170103e+02
63,1.4000233512e+04,6.8768421657e+17,3.8205420331e+06,4.1632544784e+42,1.4695986623e+46,3.5299275360e+03
63,1.4000233512e+04,6.8768421657e+17,4.4967683912e+06,7.4312782196e+40,6.3936498335e+44,8.6037013344e+03
63,1.4000233512e+04,6.8768421657e+17,5.2926851187e+06,6.1828181578e+38,7.0369401639e+44,1.1381444488e+06
63,1.4000233512e+04,6.8768421657e+17,6.2294771108e+06,2.0743287154e+36,8.5216010417e+44,4.1081247049e+08
63,1.4000233512e+04,6.8768421657e+17,7.3320789361e+06,2.3929766878e+33,9.7585576625e+44,4.0779994691e+11
63,1.4000233512e+04,6.8768421657e+17,8.6298385191e+06,8.0165689250e+29,1.1586477358e+45,1.4453162527e+15
63,1.4000233512e+04,6.8768421657e+17,1.0157298294e+07,6.5489283090e+25,1.3039941604e+45,1.9911565662e+19
63,1.4000233512e+04,6.8768421657e+17,1.1955114617e+07,1.0914817455e+21,6.5034275160e+44,5.9583474876e+23
63,1.4000233512e+04,6.8768421657e+17,1.4071139922e+07,3.0949061765e+15,7.2921383179e+42,2.3561742754e+27
63,1.4000233512e+04,6.8768421657e+17,1.6561696398e+07,1.2411680253e+09,8.4945435975e+42,6.8439916466e+33
63,1.4000233512e+04,6.8768421657e+17,1.9493075124e+07,5.8396073362e+01,9.9607894355e+42,1.7057293174e+41
63,1.4000233512e+04,6.8768421657e+17,2.2943300533e+07,2.6734685855e-07,1.0901113790e+43,4.0775170689e+49
63,1.4000233512e+04,6.8768421657e+17,2.7004207186e+07,9.9045201258e-17,1.1681835263e+43,1.1794448509e+59
63,1.4000233512e+04,6.8768421657e+17,3.1783884133e+07,2.4828747077e-27,1.0454996485e+43,4.2108433634e+69
63,1.4000233512e+04,6.8768421657e+17,3.7409551911e+07,3.5486963064e-39,1.9925063697e+42,5.6147559490e+80
63,1.4000233512e+04,6.8768421657e+17,4.4030948778e+07,2.4588242774e-52,1.7611821107e+40,7.1627001854e+91
63,1.4000233512e+04,6.8768421657e+17,5.1824316283e+07,7.0884413679e-67,1.7158752012e+40,2.4206664232e+106
63,1.4000233512e+04,6.8768421657e+17,6.0997090291e+07,7.3606396746e-83,1.0027241423e+40,1.3622785337e+122
63,1.4000233512e+04,6.8768421657e+17,7.1793422294e+07,2.3998872405e-100,3.2060167503e+39,1.3359030775e+139
63,1.4000233512e+04,6.8768421657e+17,8.4500677985e+07,2.1501882537e-119,1.0409797240e+39,4.8413422510e+157
63,1.4000233512e+04,6.8768421657e+17,9.9457086063e+07,4.6310019154e-140,3.4221330915e+38,7.3896170939e+177
63,1.4000233512e+04,6.8768421657e+17,1.1706074086e+08,2.0817396222e-162,1.2897056378e+37,6.1953263708e+198
63,1.4000233512e+04,6.8768421657e+17,1.3778019841e+08,1.6672450769e-184,1.7770779814e+36,1.0658768803e+220
63,1.4000233512e+04,6.8768421657e+17,1.6216694798e+08,8.1845385130e-202,1.5453835388e+36,1.8881743135e+237
63,1.4000233512e+04,6.8768421657e+17,1.9087009106e+08,2.6734156258e-214,8.5085423014e+35,3.1826485262e+249
63,1.4000233512e+04,6.8768421657e+17,2.2465361848e+08,2.1175785828e-222,2.6127919349e+35,1.2338583117e+257
63,1.4000233512e+04,6.8768421657e+17,2.6441674553e+08,4.4706714407e-227,4.4405697864e+34,9.9326686052e+260
63,1.4000233512e+04,6.8768421657e+17,3.1121784634e+08,2.4850444585e-229,5.5699128118e+33,2.2413735065e+262
