scenario,band,nu_hz,time_s,fullhide_fnu,dg_fnu,fullhide_nufnu,dg_nufnu,ratio_dg_to_fullhide
wind,10GHz,1.00000000e+10,7.04857404e+06,1.79543213e-26,1.75501716e-26,1.79543213e-16,1.75501716e-16,9.77490113e-01
wind,10GHz,1.00000000e+10,7.92016405e+06,1.44448272e-26,1.38718682e-26,1.44448272e-16,1.38718682e-16,9.60334658e-01
wind,10GHz,1.00000000e+10,8.89953035e+06,1.17569482e-26,1.12105288e-26,1.17569482e-16,1.12105288e-16,9.53523705e-01
wind,10GHz,1.00000000e+10,1.00000000e+07,9.30861177e-27,8.80366595e-27,9.30861177e-17,8.80366595e-17,9.45754981e-01
wind,Rband,4.60000000e+14,1.00000000e+03,1.03321323e-23,1.08937102e-23,4.75278088e-09,5.01110669e-09,1.05435256e+00
wind,Rband,4.60000000e+14,1.12365480e+03,1.04946763e-23,1.10771218e-23,4.82755110e-09,5.09547601e-09,1.05549914e+00
wind,Rband,4.60000000e+14,1.26260011e+03,1.06443464e-23,1.12393855e-23,4.89639935e-09,5.17011732e-09,1.05590189e+00
wind,Rband,4.60000000e+14,1.41872667e+03,1.07733178e-23,1.13715913e-23,4.95572617e-09,5.23093198e-09,1.05553289e+00
wind,Rband,4.60000000e+14,1.59415904e+03,1.08787711e-23,1.14760988e-23,5.00423468e-09,5.27900545e-09,1.05490765e+00
wind,Rband,4.60000000e+14,1.79128445e+03,1.09524380e-23,1.15462614e-23,5.03812149e-09,5.31128023e-09,1.05421837e+00
wind,Rband,4.60000000e+14,2.01278538e+03,1.09923818e-23,1.15832907e-23,5.05649563e-09,5.32831370e-09,1.05375622e+00
wind,Rband,4.60000000e+14,2.26167595e+03,1.09900578e-23,1.15787572e-23,5.05542659e-09,5.32622833e-09,1.05356655e+00
wind,Rband,4.60000000e+14,2.54134304e+03,1.09446975e-23,1.15309817e-23,5.03456084e-09,5.30425159e-09,1.05356788e+00
wind,Rband,4.60000000e+14,2.85559230e+03,1.08484592e-23,1.14302655e-23,4.99029123e-09,5.25792214e-09,1.05363032e+00
wind,Rband,4.60000000e+14,3.20870000e+03,1.07021693e-23,1.12746145e-23,4.92299786e-09,5.18632267e-09,1.05348871e+00
wind,Rband,4.60000000e+14,3.60547115e+03,1.04987273e-23,1.10548482e-23,4.82941456e-09,5.08523017e-09,1.05297032e+00
wind,Rband,4.60000000e+14,4.05130497e+03,1.02390585e-23,1.07679700e-23,4.70996690e-09,4.95326620e-09,1.05165626e+00
wind,Rband,4.60000000e+14,4.55226828e+03,9.91606978e-24,1.04052497e-23,4.56139210e-09,4.78641486e-09,1.04933204e+00
wind,Rband,4.60000000e+14,5.11517810e+03,9.53656341e-24,9.97427235e-24,4.38681917e-09,4.58816528e-09,1.04589797e+00
wind,Rband,4.60000000e+14,5.74769442e+03,9.09747305e-24,9.47343760e-24,4.18483760e-09,4.35778129e-09,1.04132626e+00
wind,Rband,4.60000000e+14,6.45842443e+03,8.59931210e-24,8.90727602e-24,3.95568357e-09,4.09734697e-09,1.03581262e+00
wind,Rband,4.60000000e+14,7.25703961e+03,8.03034640e-24,8.26541556e-24,3.69395934e-09,3.80209116e-09,1.02927261e+00
wind,Rband,4.60000000e+14,8.15440740e+03,7.38997451e-24,7.55144000e-24,3.39938828e-09,3.47366240e-09,1.02184926e+00
wind,Rband,4.60000000e+14,9.16273901e+03,6.68993404e-24,6.78255911e-24,3.07736966e-09,3.11997719e-09,1.01384544e+00
wind,Rband,4.60000000e+14,1.02957557e+04,5.96429837e-24,5.98922558e-24,2.74357725e-09,2.75504377e-09,1.00417940e+00
wind,Rband,4.60000000e+14,1.15688753e+04,5.23110634e-24,5.19600442e-24,2.40630892e-09,2.39016203e-09,9.93289770e-01
wind,Rband,4.60000000e+14,1.29994222e+04,4.51785264e-24,4.43818147e-24,2.07821222e-09,2.04156348e-09,9.82365257e-01
wind,Rband,4.60000000e+14,1.46068632e+04,3.84164148e-24,3.72945543e-24,1.76715508e-09,1.71554950e-09,9.70797364e-01
wind,Rband,4.60000000e+14,1.64130720e+04,3.22282394e-24,3.08954916e-24,1.48249901e-09,1.42119262e-09,9.58646584e-01
wind,Rband,4.60000000e+14,1.84426271e+04,2.66745025e-24,2.52598378e-24,1.22702711e-09,1.16195254e-09,9.46965659e-01
wind,Rband,4.60000000e+14,2.07231465e+04,2.18404624e-24,2.04605494e-24,1.00466127e-09,9.41185273e-10,9.36818506e-01
wind,Rband,4.60000000e+14,2.32856630e+04,1.77006354e-24,1.64478337e-24,8.14229229e-10,7.56600350e-10,9.29222782e-01
wind,Rband,4.60000000e+14,2.61650470e+04,1.42496089e-24,1.31733297e-24,6.55482008e-10,6.05973164e-10,9.24469561e-01
wind,Rband,4.60000000e+14,2.94004806e+04,1.14011570e-24,1.05072966e-24,5.24453223e-10,4.83335646e-10,9.21599153e-01
wind,Rband,4.60000000e+14,3.30359912e+04,9.09614166e-25,8.36786114e-25,4.18422516e-10,3.84921612e-10,9.19935226e-01
wind,Rband,4.60000000e+14,3.71210501e+04,7.23382275e-25,6.65248785e-25,3.32755847e-10,3.06014441e-10,9.19636557e-01
wind,Rband,4.60000000e+14,4.17112461e+04,5.74872558e-25,5.29074643e-25,2.64441377e-10,2.43374336e-10,9.20333796e-01
wind,Rband,4.60000000e+14,4.68690419e+04,4.55776881e-25,4.19748899e-25,2.09657365e-10,1.93084493e-10,9.20952590e-01
wind,Rband,4.60000000e+14,5.26646239e+04,3.61221383e-25,3.32709192e-25,1.66161836e-10,1.53046228e-10,9.21067266e-01
wind,Rband,4.60000000e+14,5.91768575e+04,2.85856659e-25,2.63245000e-25,1.31494063e-10,1.21092700e-10,9.20898611e-01
wind,Rband,4.60000000e+14,6.64943600e+04,2.26389016e-25,2.08662541e-25,1.04138947e-10,9.59847690e-11,9.21699052e-01
wind,Rband,4.60000000e+14,7.47167068e+04,1.78843554e-25,1.64950629e-25,8.22680349e-11,7.58772894e-11,9.22318000e-01
wind,Rband,4.60000000e+14,8.39557862e+04,1.41358902e-25,1.30371944e-25,6.50250947e-11,5.99710941e-11,9.22276151e-01
wind,Rband,4.60000000e+14,9.43373222e+04,1.11604238e-25,1.02904709e-25,5.13379494e-11,4.73361662e-11,9.22050192e-01
wind,Rband,4.60000000e+14,1.06002585e+05,8.81596025e-26,8.13299968e-26,4.05534171e-11,3.74117985e-11,9.22531347e-01
wind,Rband,4.60000000e+14,1.19110313e+05,6.94456848e-26,6.41022078e-26,3.19450150e-11,2.94870156e-11,9.23055305e-01
wind,Rband,4.60000000e+14,1.33838875e+05,5.48565408e-26,5.06140416e-26,2.52340088e-11,2.32824591e-11,9.22661926e-01
wind,Rband,4.60000000e+14,1.50388695e+05,4.31828566e-26,3.98545885e-26,1.98641141e-11,1.83331107e-11,9.22926170e-01
wind,Rband,4.60000000e+14,1.68984979e+05,3.40519348e-26,3.14391201e-26,1.56638900e-11,1.44619952e-11,9.23269714e-01
wind,Rband,4.60000000e+14,1.89880782e+05,2.68168167e-26,2.47423381e-26,1.23357357e-11,1.13814755e-11,9.22642623e-01
wind,Rband,4.60000000e+14,2.13360453e+05,2.11178490e-26,1.94709815e-26,9.71421052e-12,8.95665148e-12,9.22015378e-01
wind,Rband,4.60000000e+14,2.39743497e+05,1.66150469e-26,1.53215661e-26,7.64292159e-12,7.04792041e-12,9.22150035e-01
wind,Rband,4.60000000e+14,2.69388931e+05,1.31015800e-26,1.20962097e-26,6.02672681e-12,5.56425646e-12,9.23263428e-01
wind,Rband,4.60000000e+14,3.02700165e+05,1.02835758e-26,9.50042221e-27,4.73044485e-12,4.37019422e-12,9.23844237e-01
wind,Rband,4.60000000e+14,3.40130494e+05,8.11789157e-27,7.49316529e-27,3.73423012e-12,3.44685603e-12,9.23043283e-01
wind,Rband,4.60000000e+14,3.82189262e+05,6.36465845e-27,5.87263470e-27,2.92774289e-12,2.70141196e-12,9.22694399e-01
wind,Rband,4.60000000e+14,4.29448799e+05,5.02386565e-27,4.63837562e-27,2.31097820e-12,2.13365278e-12,9.23268244e-01
wind,Rband,4.60000000e+14,4.82552204e+05,3.94279133e-27,3.64258751e-27,1.81368401e-12,1.67559025e-12,9.23860080e-01
wind,Rband,4.60000000e+14,5.42222101e+05,3.10728767e-27,2.86967604e-27,1.42935233e-12,1.32005098e-12,9.23530855e-01
wind,Rband,4.60000000e+14,6.09270466e+05,2.44245258e-27,2.25151456e-27,1.12352819e-12,1.03569670e-12,9.21825289e-01
wind,Rband,4.60000000e+14,6.84609684e+05,1.92183921e-27,1.77074676e-27,8.84046035e-13,8.14543511e-13,9.21381329e-01
wind,Rband,4.60000000e+14,7.69264957e+05,1.51178393e-27,1.39647376e-27,6.95420606e-13,6.42377927e-13,9.23725759e-01
wind,Rband,4.60000000e+14,8.64388262e+05,1.18922577e-27,1.09963772e-27,5.47043854e-13,5.05833352e-13,9.24666913e-01
wind,Rband,4.60000000e+14,9.71274020e+05,9.35287641e-28,8.63105529e-28,4.30232315e-13,3.97028543e-13,9.22823622e-01
wind,Rband,4.60000000e+14,1.09137671e+06,7.36574398e-28,6.79494985e-28,3.38824223e-13,3.12567693e-13,9.22506928e-01
wind,Rband,4.60000000e+14,1.22633068e+06,5.78529177e-28,5.34691545e-28,2.66123422e-13,2.45958111e-13,9.24225719e-01
wind,Rband,4.60000000e+14,1.37797236e+06,4.56787427e-28,4.22311968e-28,2.10122216e-13,1.94263505e-13,9.24526252e-01
wind,Rband,4.60000000e+14,1.54836526e+06,3.57814571e-28,3.30464817e-28,1.64594703e-13,1.52013816e-13,9.23564449e-01
wind,Rband,4.60000000e+14,1.73982805e+06,2.83323293e-28,2.61625472e-28,1.30328715e-13,1.20347717e-13,9.23416741e-01
wind,Rband,4.60000000e+14,1.95496614e+06,2.21361031e-28,2.04505060e-28,1.01826074e-13,9.40723274e-14,9.23853031e-01
wind,Rband,4.60000000e+14,2.19670709e+06,1.75742005e-28,1.62504580e-28,8.08413224e-14,7.47521068e-14,9.24676942e-01
wind,Rband,4.60000000e+14,2.46834047e+06,1.37020654e-28,1.26824150e-28,6.30295008e-14,5.83391090e-14,9.25584183e-01
wind,Rband,4.60000000e+14,2.77356261e+06,1.09037006e-28,1.00748153e-28,5.01570227e-14,4.63441504e-14,9.23981287e-01
wind,Rband,4.60000000e+14,3.11652694e+06,8.48779237e-29,7.82341853e-29,3.90438449e-14,3.59877253e-14,9.21725956e-01
wind,Rband,4.60000000e+14,3.50190046e+06,6.76780418e-29,6.25741026e-29,3.11318992e-14,2.87840872e-14,9.24585004e-01
wind,Rband,4.60000000e+14,3.93492726e+06,5.26261553e-29,4.88742803e-29,2.42080314e-14,2.24821689e-14,9.28707029e-01
wind,Rband,4.60000000e+14,4.42149991e+06,4.20301323e-29,3.89513317e-29,1.93338608e-14,1.79176126e-14,9.26747778e-01
wind,Rband,4.60000000e+14,4.96823959e+06,3.26645358e-29,3.01805857e-29,1.50256865e-14,1.38830694e-14,9.23955753e-01
wind,Rband,4.60000000e+14,5.58258627e+06,2.61198692e-29,2.41876561e-29,1.20151398e-14,1.11263218e-14,9.26025161e-01
wind,Rband,4.60000000e+14,6.27289986e+06,2.02994009e-29,1.88465240e-29,9.33772440e-15,8.66940104e-15,9.28427598e-01
wind,Rband,4.60000000e+14,7.04857404e+06,1.62454502e-29,1.50445545e-29,7.47290710e-15,6.92049509e-15,9.26078030e-01
wind,Rband,4.60000000e+14,7.92016405e+06,1.26323430e-29,1.16686788e-29,5.81087779e-15,5.36759226e-15,9.23714532e-01
wind,Rband,4.60000000e+14,8.89953035e+06,1.01133103e-29,9.36990293e-30,4.65212274e-15,4.31015535e-15,9.26492182e-01
wind,Rband,4.60000000e+14,1.00000000e+07,7.87301482e-30,7.31572806e-30,3.62158682e-15,3.36523491e-15,9.29215583e-01
wind,1keV,2.41798900e+17,1.00000000e+03,7.30783746e-25,6.27442839e-25,1.76702706e-07,1.51714988e-07,8.58588936e-01
wind,1keV,2.41798900e+17,1.12365480e+03,6.34481765e-25,5.43858523e-25,1.53416993e-07,1.31504393e-07,8.57169666e-01
wind,1keV,2.41798900e+17,1.26260011e+03,5.50384240e-25,4.71140278e-25,1.33082304e-07,1.13921201e-07,8.56020657e-01
wind,1keV,2.41798900e+17,1.41872667e+03,4.76728920e-25,4.07688999e-25,1.15272529e-07,9.85787514e-08,8.55179917e-01
wind,1keV,2.41798900e+17,1.59415904e+03,4.12766384e-25,3.52725019e-25,9.98064575e-08,8.52885216e-08,8.54539113e-01
wind,1keV,2.41798900e+17,1.79128445e+03,3.57043953e-25,3.04948313e-25,8.63328350e-08,7.37361666e-08,8.54091801e-01
wind,1keV,2.41798900e+17,2.01278538e+03,3.08771832e-25,2.63654994e-25,7.46606893e-08,6.37514875e-08,8.53882921e-01
wind,1keV,2.41798900e+17,2.26167595e+03,2.66814341e-25,2.27847373e-25,6.45154142e-08,5.50932441e-08,8.53954746e-01
wind,1keV,2.41798900e+17,2.54134304e+03,2.30525060e-25,1.96917487e-25,5.57407059e-08,4.76144317e-08,8.54212929e-01
wind,1keV,2.41798900e+17,2.85559230e+03,1.99036562e-25,1.70109216e-25,4.81268218e-08,4.11322212e-08,8.54663152e-01
wind,1keV,2.41798900e+17,3.20870000e+03,1.71781354e-25,1.46894765e-25,4.15365425e-08,3.55189926e-08,8.55126367e-01
wind,1keV,2.41798900e+17,3.60547115e+03,1.48107859e-25,1.26717083e-25,3.58123173e-08,3.06400514e-08,8.55572989e-01
wind,1keV,2.41798900e+17,4.05130497e+03,1.27605704e-25,1.09249729e-25,3.08549188e-08,2.64164642e-08,8.56150826e-01
wind,1keV,2.41798900e+17,4.55226828e+03,1.09730858e-25,9.40215384e-26,2.65328006e-08,2.27343046e-08,8.56837726e-01
wind,1keV,2.41798900e+17,5.11517810e+03,9.41495597e-26,8.07452827e-26,2.27652600e-08,1.95241205e-08,8.57627831e-01
wind,1keV,2.41798900e+17,5.74769442e+03,8.04303048e-26,6.90485266e-26,1.94479592e-08,1.66958578e-08,8.58488934e-01
wind,1keV,2.41798900e+17,6.45842443e+03,6.83064344e-26,5.86985342e-26,1.65164207e-08,1.41932410e-08,8.59341212e-01
wind,1keV,2.41798900e+17,7.25703961e+03,5.74667570e-26,4.94249089e-26,1.38953986e-08,1.19508886e-08,8.60060868e-01
wind,1keV,2.41798900e+17,8.15440740e+03,4.78188347e-26,4.11728765e-26,1.15625416e-08,9.95555625e-09,8.61017982e-01
wind,1keV,2.41798900e+17,9.16273901e+03,3.95742381e-26,3.41170786e-26,9.56900725e-09,8.24947207e-09,8.62103231e-01
wind,1keV,2.41798900e+17,1.02957557e+04,3.27418408e-26,2.82723414e-26,7.91694110e-09,6.83622105e-09,8.63492726e-01
wind,1keV,2.41798900e+17,1.15688753e+04,2.70543272e-26,2.33999870e-26,6.54170655e-09,5.65809112e-09,8.64925854e-01
wind,1keV,2.41798900e+17,1.29994222e+04,2.23414473e-26,1.93500871e-26,5.40213738e-09,4.67882978e-09,8.66107145e-01
wind,1keV,2.41798900e+17,1.46068632e+04,1.84180294e-26,1.59661684e-26,4.45345924e-09,3.86060195e-09,8.66877126e-01
wind,1keV,2.41798900e+17,1.64130720e+04,1.51693233e-26,1.31552254e-26,3.66792569e-09,3.18091904e-09,8.67225594e-01
wind,1keV,2.41798900e+17,1.84426271e+04,1.24668597e-26,1.08206075e-26,3.01447295e-09,2.61641100e-09,8.67949735e-01
wind,1keV,2.41798900e+17,2.07231465e+04,1.02347584e-26,8.89259070e-27,2.47475333e-09,2.15021865e-09,8.68861806e-01
wind,1keV,2.41798900e+17,2.32856630e+04,8.38228643e-27,7.29401720e-27,2.02682764e-09,1.76368534e-09,8.70170360e-01
wind,1keV,2.41798900e+17,2.61650470e+04,6.85731944e-27,5.97967441e-27,1.65809230e-09,1.44587870e-09,8.72013396e-01
wind,1keV,2.41798900e+17,2.94004806e+04,5.59530784e-27,4.88846930e-27,1.35293928e-09,1.18202650e-09,8.73672984e-01
wind,1keV,2.41798900e+17,3.30359912e+04,4.56123455e-27,3.99112528e-27,1.10290150e-09,9.65049703e-10,8.75009878e-01
wind,1keV,2.41798900e+17,3.71210501e+04,3.70914577e-27,3.25098118e-27,8.96867367e-10,7.86083672e-10,8.76477059e-01
wind,1keV,2.41798900e+17,4.17112461e+04,3.01396009e-27,2.64584316e-27,7.28772235e-10,6.39761965e-10,8.77862704e-01
wind,1keV,2.41798900e+17,4.68690419e+04,2.44258869e-27,2.14730517e-27,5.90615258e-10,5.19216029e-10,8.79110422e-01
wind,1keV,2.41798900e+17,5.26646239e+04,1.97779067e-27,1.73941072e-27,4.78227609e-10,4.20587599e-10,8.79471597e-01
wind,1keV,2.41798900e+17,5.91768575e+04,1.59781077e-27,1.40457487e-27,3.86348885e-10,3.39624660e-10,8.79062092e-01
wind,1keV,2.41798900e+17,6.64943600e+04,1.29069858e-27,1.13576646e-27,3.12089497e-10,2.74627082e-10,8.79962589e-01
wind,1keV,2.41798900e+17,7.47167068e+04,1.03960084e-27,9.15929589e-28,2.51374339e-10,2.21470767e-10,8.81039681e-01
wind,1keV,2.41798900e+17,8.39557862e+04,8.37294465e-28,7.38068974e-28,2.02456881e-10,1.78464266e-10,8.81492718e-01
wind,1keV,2.41798900e+17,9.43373222e+04,6.73157458e-28,5.93311515e-28,1.62768733e-10,1.43462072e-10,8.81385935e-01
wind,1keV,2.41798900e+17,1.06002585e+05,5.41254053e-28,4.77422630e-28,1.30874635e-10,1.15440267e-10,8.82067537e-01
wind,1keV,2.41798900e+17,1.19110313e+05,4.33901988e-28,3.83127232e-28,1.04917023e-10,9.26397432e-11,8.82981048e-01
wind,1keV,2.41798900e+17,1.33838875e+05,3.48500984e-28,3.07812071e-28,8.42671546e-11,7.44286201e-11,8.83245916e-01
wind,1keV,2.41798900e+17,1.50388695e+05,2.78967169e-28,2.46674446e-28,6.74539546e-11,5.96456096e-11,8.84241850e-01
wind,1keV,2.41798900e+17,1.68984979e+05,2.23567755e-28,1.97923920e-28,5.40584372e-11,4.78577861e-11,8.85297256e-01
wind,1keV,2.41798900e+17,1.89880782e+05,1.78875256e-28,1.58385751e-28,4.32518401e-11,3.82975004e-11,8.85453666e-01
wind,1keV,2.41798900e+17,2.13360453e+05,1.43106322e-28,1.26747364e-28,3.46029512e-11,3.06473732e-11,8.85686686e-01
wind,1keV,2.41798900e+17,2.39743497e+05,1.14331125e-28,1.01375448e-28,2.76451402e-11,2.45124718e-11,8.86682853e-01
wind,1keV,2.41798900e+17,2.69388931e+05,9.15073226e-29,8.13074669e-29,2.21263699e-11,1.96600561e-11,8.88535088e-01
wind,1keV,2.41798900e+17,3.02700165e+05,7.29198927e-29,6.48859993e-29,1.76319498e-11,1.56893633e-11,8.89825765e-01
wind,1keV,2.41798900e+17,3.40130494e+05,5.83796071e-29,5.19461639e-29,1.41161248e-11,1.25605253e-11,8.89799821e-01
wind,1keV,2.41798900e+17,3.82189262e+05,4.64472999e-29,4.13506334e-29,1.12309060e-11,9.99853767e-12,8.90269907e-01
wind,1keV,2.41798900e+17,4.29448799e+05,3.71503676e-29,3.31208977e-29,8.98291803e-12,8.00859663e-12,8.91536203e-01
wind,1keV,2.41798900e+17,4.82552204e+05,2.95541560e-29,2.63867507e-29,7.14616242e-12,6.38028728e-12,8.92827074e-01
wind,1keV,2.41798900e+17,5.42222101e+05,2.35921645e-29,2.10716491e-29,5.70455944e-12,5.09510157e-12,8.93163026e-01
wind,1keV,2.41798900e+17,6.09270466e+05,1.87839971e-29,1.67587842e-29,4.54194985e-12,4.05225557e-12,8.92184130e-01
wind,1keV,2.41798900e+17,6.84609684e+05,1.49690718e-29,1.33597661e-29,3.61950509e-12,3.23037675e-12,8.92491285e-01
wind,1keV,2.41798900e+17,7.69264957e+05,1.19208201e-29,1.06742919e-29,2.88244118e-12,2.58103205e-12,8.95432687e-01
wind,1keV,2.41798900e+17,8.64388262e+05,9.49448037e-30,8.51591616e-30,2.29575491e-12,2.05913916e-12,8.96933358e-01
wind,1keV,2.41798900e+17,9.71274020e+05,7.55674895e-30,6.76913138e-30,1.82721358e-12,1.63676852e-12,8.95772960e-01
wind,1keV,2.41798900e+17,1.09137671e+06,6.02276476e-30,5.39728663e-30,1.45629789e-12,1.30505797e-12,8.96147674e-01
wind,1keV,2.41798900e+17,1.22633068e+06,4.78644971e-30,4.30033930e-30,1.15735827e-12,1.03981731e-12,8.98440298e-01
wind,1keV,2.41798900e+17,1.37797236e+06,3.82240711e-30,3.43750300e-30,9.24253835e-13,8.31184445e-13,8.99303215e-01
wind,1keV,2.41798900e+17,1.54836526e+06,3.03014280e-30,2.72422522e-30,7.32685195e-13,6.58714662e-13,8.99041862e-01
wind,1keV,2.41798900e+17,1.73982805e+06,2.42533598e-30,2.18247122e-30,5.86443572e-13,5.27719140e-13,8.99863457e-01
wind,1keV,2.41798900e+17,1.95496614e+06,1.91773717e-30,1.72888931e-30,4.63706737e-13,4.18043533e-13,9.01525683e-01
wind,1keV,2.41798900e+17,2.19670709e+06,1.53810717e-30,1.38879299e-30,3.71912621e-13,3.35808617e-13,9.02923424e-01
wind,1keV,2.41798900e+17,2.46834047e+06,1.21362621e-30,1.09736638e-30,2.93453483e-13,2.65341984e-13,9.04204583e-01
wind,1keV,2.41798900e+17,2.77356261e+06,9.75134646e-31,8.80502336e-31,2.35786485e-13,2.12904496e-13,9.02954622e-01
wind,1keV,2.41798900e+17,3.11652694e+06,7.67991456e-31,6.92229265e-31,1.85699489e-13,1.67380275e-13,9.01350217e-01
wind,1keV,2.41798900e+17,3.50190046e+06,6.17734386e-31,5.59469507e-31,1.49367495e-13,1.35279111e-13,9.05679721e-01
wind,1keV,2.41798900e+17,3.93492726e+06,4.85793541e-31,4.42837721e-31,1.17464344e-13,1.07077674e-13,9.11575976e-01
wind,1keV,2.41798900e+17,4.42149991e+06,3.91237059e-31,3.55929367e-31,9.46006904e-14,8.60633295e-14,9.09753714e-01
wind,1keV,2.41798900e+17,4.96823959e+06,3.07456879e-31,2.78866523e-31,7.43427352e-14,6.74296184e-14,9.07010190e-01
wind,1keV,2.41798900e+17,5.58258627e+06,2.47840625e-31,2.25309612e-31,5.99275905e-14,5.44796163e-14,9.09090718e-01
wind,1keV,2.41798900e+17,6.27289986e+06,1.94726064e-31,1.77487245e-31,4.70845481e-14,4.29162206e-14,9.11471434e-01
wind,1keV,2.41798900e+17,7.04857404e+06,1.57057466e-31,1.42802453e-31,3.79763224e-14,3.45294761e-14,9.09236965e-01
wind,1keV,2.41798900e+17,7.92016405e+06,1.23435394e-31,1.11996192e-31,2.98465424e-14,2.70805560e-14,9.07326406e-01
wind,1keV,2.41798900e+17,8.89953035e+06,9.95753314e-32,9.07525148e-32,2.40772056e-14,2.19438582e-14,9.11395559e-01
wind,1keV,2.41798900e+17,1.00000000e+07,7.83239444e-32,7.17034106e-32,1.89386436e-14,1.73378058e-14,9.15472416e-01
wind,100MeV,2.41798900e+22,1.00000000e+03,1.81754323e-30,1.58542401e-30,4.39479953e-08,3.83353782e-08,8.72289576e-01
wind,100MeV,2.41798900e+22,1.12365480e+03,1.60513958e-30,1.41013008e-30,3.88120985e-08,3.40967903e-08,8.78509322e-01
wind,100MeV,2.41798900e+22,1.26260011e+03,1.42316785e-30,1.25954961e-30,3.44120422e-08,3.04557709e-08,8.85032360e-01
wind,100MeV,2.41798900e+22,1.41872667e+03,1.26582787e-30,1.12888236e-30,3.06075787e-08,2.72962512e-08,8.91813479e-01
wind,100MeV,2.41798900e+22,1.59415904e+03,1.13030530e-30,1.01592744e-30,2.73306578e-08,2.45650137e-08,8.98807994e-01
wind,100MeV,2.41798900e+22,1.79128445e+03,1.01258291e-30,9.17473709e-31,2.44841434e-08,2.21844134e-08,9.06072676e-01
wind,100MeV,2.41798900e+22,2.01278538e+03,9.10345374e-31,8.31673911e-31,2.20120510e-08,2.01097837e-08,9.13580642e-01
wind,100MeV,2.41798900e+22,2.26167595e+03,8.20578713e-31,7.55993105e-31,1.98415030e-08,1.82798301e-08,9.21292611e-01
wind,100MeV,2.41798900e+22,2.54134304e+03,7.41731299e-31,6.89024537e-31,1.79349812e-08,1.66605375e-08,9.28940895e-01
wind,100MeV,2.41798900e+22,2.85559230e+03,6.71648332e-31,6.28899346e-31,1.62403828e-08,1.52067170e-08,9.36352130e-01
wind,100MeV,2.41798900e+22,3.20870000e+03,6.09162001e-31,5.74570106e-31,1.47294702e-08,1.38930420e-08,9.43213964e-01
wind,100MeV,2.41798900e+22,3.60547115e+03,5.52729925e-31,5.24723750e-31,1.33649488e-08,1.26877626e-08,9.49331177e-01
wind,100MeV,2.41798900e+22,4.05130497e+03,5.01647674e-31,4.78869704e-31,1.21297856e-08,1.15790168e-08,9.54593689e-01
wind,100MeV,2.41798900e+22,4.55226828e+03,4.54691830e-31,4.35983407e-31,1.09943984e-08,1.05420308e-08,9.58854719e-01
wind,100MeV,2.41798900e+22,5.11517810e+03,4.11390099e-31,3.95762764e-31,9.94736734e-09,9.56950009e-09,9.62013341e-01
wind,100MeV,2.41798900e+22,5.74769442e+03,3.70743474e-31,3.57376573e-31,8.96453642e-09,8.64132622e-09,9.63945687e-01
wind,100MeV,2.41798900e+22,6.45842443e+03,3.32326231e-31,3.20637773e-31,8.03561172e-09,7.75298607e-09,9.64828359e-01
wind,100MeV,2.41798900e+22,7.25703961e+03,2.95184498e-31,2.84708708e-31,7.13752869e-09,6.88422524e-09,9.64511042e-01
wind,100MeV,2.41798900e+22,8.15440740e+03,2.59012010e-31,2.49490611e-31,6.26288190e-09,6.03265553e-09,9.63239547e-01
wind,100MeV,2.41798900e+22,9.16273901e+03,2.24422852e-31,2.15552535e-31,5.42651988e-09,5.21203658e-09,9.60474981e-01
wind,100MeV,2.41798900e+22,1.02957557e+04,1.92252790e-31,1.83684419e-31,4.64865130e-09,4.44146905e-09,9.55431751e-01
wind,100MeV,2.41798900e+22,1.15688753e+04,1.62590339e-31,1.54377953e-31,3.93141652e-09,3.73284192e-09,9.49490318e-01
wind,100MeV,2.41798900e+22,1.29994222e+04,1.35911303e-31,1.28205875e-31,3.28632037e-09,3.10000395e-09,9.43305462e-01
wind,100MeV,2.41798900e+22,1.46068632e+04,1.12295377e-31,1.05099543e-31,2.71528986e-09,2.54129538e-09,9.35920479e-01
wind,100MeV,2.41798900e+22,1.64130720e+04,9.19012071e-32,8.52134427e-32,2.22216108e-09,2.06045167e-09,9.27228765e-01
wind,100MeV,2.41798900e+22,1.84426271e+04,7.44831284e-32,6.84030836e-32,1.80099385e-09,1.65397904e-09,9.18370174e-01
wind,100MeV,2.41798900e+22,2.07231465e+04,5.99228945e-32,5.45582426e-32,1.44892900e-09,1.31921230e-09,9.10474087e-01
wind,100MeV,2.41798900e+22,2.32856630e+04,4.78611899e-32,4.32903352e-32,1.15727831e-09,1.04675554e-09,9.04497678e-01
wind,100MeV,2.41798900e+22,2.61650470e+04,3.80555302e-32,3.42510046e-32,9.20178533e-10,8.28185523e-10,9.00026998e-01
wind,100MeV,2.41798900e+22,2.94004806e+04,3.01148627e-32,2.69762356e-32,7.28174068e-10,6.52282409e-10,8.95778136e-01
wind,100MeV,2.41798900e+22,3.30359912e+04,2.37859186e-32,2.12054454e-32,5.75140896e-10,5.12745337e-10,8.91512568e-01
wind,100MeV,2.41798900e+22,3.71210501e+04,1.87355849e-32,1.66314753e-32,4.53024382e-10,4.02147242e-10,8.87694478e-01
wind,100MeV,2.41798900e+22,4.17112461e+04,1.47527996e-32,1.30427652e-32,3.56721071e-10,3.15372627e-10,8.84087466e-01
wind,100MeV,2.41798900e+22,4.68690419e+04,1.15918503e-32,1.02129117e-32,2.80289664e-10,2.46947082e-10,8.81042411e-01
