case,solver,component,band,frequency_hz,time_s,flux_mjy
strong,fullhide_1d,total,100 MeV,2.417989242000e+22,7.297227644686e+01,1.102644791478e-28
strong,fullhide_1d,total,100 MeV,2.417989242000e+22,8.858667904101e+01,8.331113843217e-29
strong,fullhide_1d,total,100 MeV,2.417989242000e+22,1.075422076113e+02,6.301935710914e-29
strong,fullhide_1d,total,100 MeV,2.417989242000e+22,1.305537869023e+02,4.765552120045e-29
strong,fullhide_1d,total,100 MeV,2.417989242000e+22,1.584893192461e+02,3.623635685284e-29
strong,fullhide_1d,total,100 MeV,2.417989242000e+22,1.924024182760e+02,2.758960714287e-29
strong,fullhide_1d,total,100 MeV,2.417989242000e+22,2.335721469090e+02,2.105613265507e-29
strong,fullhide_1d,total,100 MeV,2.417989242000e+22,2.835512583497e+02,1.611191873748e-29
strong,fullhide_1d,total,100 MeV,2.417989242000e+22,3.442247595686e+02,1.232858095974e-29
strong,fullhide_1d,total,100 MeV,2.417989242000e+22,4.178810060294e+02,9.475367905150e-30
strong,fullhide_1d,total,100 MeV,2.417989242000e+22,5.072980090654e+02,7.290944372729e-30
strong,fullhide_1d,total,100 MeV,2.417989242000e+22,6.158482110660e+02,5.625857421592e-30
strong,fullhide_1d,total,100 MeV,2.417989242000e+22,7.476256801638e+02,4.366713945330e-30
strong,fullhide_1d,total,100 MeV,2.417989242000e+22,9.076005216818e+02,3.414177372062e-30
strong,fullhide_1d,total,100 MeV,2.417989242000e+22,1.101806330110e+03,2.696525145422e-30
strong,fullhide_1d,total,100 MeV,2.417989242000e+22,1.337567751526e+03,2.163900701882e-30
strong,fullhide_1d,total,100 MeV,2.417989242000e+22,1.623776739189e+03,1.768611659590e-30
strong,fullhide_1d,total,100 MeV,2.417989242000e+22,1.971227921518e+03,1.472952212383e-30
strong,fullhide_1d,total,100 MeV,2.417989242000e+22,2.393025731180e+03,1.249482049188e-30
strong,fullhide_1d,total,100 MeV,2.417989242000e+22,2.905078650511e+03,1.073054298008e-30
strong,fullhide_1d,total,100 MeV,2.417989242000e+22,3.526699214175e+03,9.278338148912e-31
strong,fullhide_1d,total,100 MeV,2.417989242000e+22,4.281332398719e+03,8.063851741226e-31
strong,fullhide_1d,total,100 MeV,2.417989242000e+22,5.197439870872e+03,6.681946294540e-31
strong,fullhide_1d,total,100 MeV,2.417989242000e+22,6.309573444802e+03,4.814780575694e-31
strong,fullhide_1d,total,100 MeV,2.417989242000e+22,7.659678234752e+03,3.248835949315e-31
strong,fullhide_1d,total,100 MeV,2.417989242000e+22,9.298674652605e+03,2.190909897039e-31
strong,fullhide_1d,total,100 MeV,2.417989242000e+22,1.128837891685e+04,1.715870771463e-31
strong,fullhide_1d,total,100 MeV,2.417989242000e+22,1.370383450663e+04,1.435586149863e-31
strong,fullhide_1d,total,100 MeV,2.417989242000e+22,1.663614249384e+04,1.123075759664e-31
strong,fullhide_1d,total,100 MeV,2.417989242000e+22,2.019589750164e+04,7.416872656917e-32
strong,fullhide_1d,total,100 MeV,2.417989242000e+22,2.451735887979e+04,4.900931693571e-32
strong,fullhide_1d,total,100 MeV,2.417989242000e+22,2.976351441631e+04,3.325950998487e-32
strong,fullhide_1d,total,100 MeV,2.417989242000e+22,3.613222756796e+04,2.724779034301e-32
strong,fullhide_1d,total,100 MeV,2.417989242000e+22,4.386370005780e+04,2.062308796482e-32
strong,fullhide_1d,total,100 MeV,2.417989242000e+22,5.324953129838e+04,1.336250926894e-32
strong,fullhide_1d,total,100 MeV,2.417989242000e+22,6.464371632490e+04,8.788781143775e-33
strong,fullhide_1d,total,100 MeV,2.417989242000e+22,7.847599703515e+04,5.871869455377e-33
strong,fullhide_1d,total,100 MeV,2.417989242000e+22,9.526807029020e+04,3.984906511914e-33
strong,fullhide_1d,total,100 MeV,2.417989242000e+22,1.156532641790e+05,2.755683284419e-33
strong,fullhide_1d,total,100 MeV,2.417989242000e+22,1.404004245548e+05,1.930954308869e-33
strong,fullhide_1d,total,100 MeV,2.417989242000e+22,1.704429127453e+05,1.344058649810e-33
strong,fullhide_1d,total,100 MeV,2.417989242000e+22,2.069138081115e+05,9.221160710199e-34
strong,fullhide_1d,total,100 MeV,2.417989242000e+22,2.511886431510e+05,6.275951820999e-34
strong,fullhide_1d,total,100 MeV,2.417989242000e+22,3.049372829387e+05,4.261756774568e-34
strong,fullhide_1d,total,100 MeV,2.417989242000e+22,3.701869055846e+05,2.893985503885e-34
strong,fullhide_1d,total,100 MeV,2.417989242000e+22,4.493984590722e+05,1.963687098255e-34
strong,fullhide_1d,total,100 MeV,2.417989242000e+22,5.455594781169e+05,1.330805954675e-34
strong,fullhide_1d,total,100 MeV,2.417989242000e+22,6.622967617148e+05,9.000506655700e-35
strong,fullhide_1d,total,100 MeV,2.417989242000e+22,8.040131611168e+05,6.058990895317e-35
strong,fullhide_1d,total,100 MeV,2.417989242000e+22,9.760536373079e+05,4.011921880489e-35
strong,fullhide_1d,total,100 MeV,2.417989242000e+22,1.184906851001e+06,2.575029662164e-35
strong,fullhide_1d,total,100 MeV,2.417989242000e+22,1.438449888288e+06,1.572174207232e-35
strong,fullhide_1d,total,100 MeV,2.417989242000e+22,1.746245352002e+06,8.971160296106e-36
strong,fullhide_1d,total,100 MeV,2.417989242000e+22,2.119902023850e+06,4.906981348916e-36
strong,fullhide_1d,total,100 MeV,2.417989242000e+22,2.573512700017e+06,2.973510687062e-36
strong,fullhide_1d,total,100 MeV,2.417989242000e+22,3.124185713603e+06,2.237202553097e-36
strong,fullhide_1d,total,100 MeV,2.417989242000e+22,3.792690190732e+06,1.770100401055e-36
strong,fullhide_1d,total,100 MeV,2.417989242000e+22,4.604239376759e+06,1.346629760690e-36
strong,fullhide_1d,total,100 MeV,2.417989242000e+22,5.589441576403e+06,9.810910311595e-37
strong,fullhide_1d,total,100 MeV,2.417989242000e+22,6.785454573394e+06,6.887932027449e-37
strong,fullhide_1d,total,100 MeV,2.417989242000e+22,8.237387069571e+06,4.689461020360e-37
strong,fullhide_1d,total,100 MeV,2.417989242000e+22,1.000000000000e+07,3.115617191932e-37
strong,fullhide_1d,sync,10 GHz,1.000000000000e+10,1.000000000000e-01,1.301386970937e-30
strong,fullhide_1d,sync,10 GHz,1.000000000000e+10,1.213977189070e-01,2.177629516904e-30
strong,fullhide_1d,sync,10 GHz,1.000000000000e+10,1.473740615582e-01,3.756782179452e-30
strong,fullhide_1d,sync,10 GHz,1.000000000000e+10,1.789087489923e-01,6.678409448387e-30
strong,fullhide_1d,sync,10 GHz,1.000000000000e+10,2.171911402017e-01,1.212172353273e-29
strong,fullhide_1d,sync,10 GHz,1.000000000000e+10,2.636650898730e-01,2.232477055243e-29
strong,fullhide_1d,sync,10 GHz,1.000000000000e+10,3.200834046600e-01,4.155825581873e-29
strong,fullhide_1d,sync,10 GHz,1.000000000000e+10,3.885739518571e-01,7.852128773120e-29
strong,fullhide_1d,sync,10 GHz,1.000000000000e+10,4.717199138213e-01,1.492337601656e-28
strong,fullhide_1d,sync,10 GHz,1.000000000000e+10,5.726572150092e-01,2.835116822859e-28
strong,fullhide_1d,sync,10 GHz,1.000000000000e+10,6.951927961776e-01,5.319717373402e-28
strong,fullhide_1d,sync,10 GHz,1.000000000000e+10,8.439481965654e-01,9.712649107452e-28
strong,fullhide_1d,sync,10 GHz,1.000000000000e+10,1.024533859387e+00,1.702450464396e-27
strong,fullhide_1d,sync,10 GHz,1.000000000000e+10,1.243760734726e+00,2.830503706081e-27
strong,fullhide_1d,sync,10 GHz,1.000000000000e+10,1.509897160618e+00,4.438031388495e-27
strong,fullhide_1d,sync,10 GHz,1.000000000000e+10,1.832980710832e+00,6.535317106880e-27
strong,fullhide_1d,sync,10 GHz,1.000000000000e+10,2.225196770956e+00,9.045262886636e-27
strong,fullhide_1d,sync,10 GHz,1.000000000000e+10,2.701338121133e+00,1.187149579483e-26
strong,fullhide_1d,sync,10 GHz,1.000000000000e+10,3.279362859021e+00,1.491731434686e-26
strong,fullhide_1d,sync,10 GHz,1.000000000000e+10,3.981071705535e+00,1.808163189674e-26
strong,fullhide_1d,sync,10 GHz,1.000000000000e+10,4.832930238572e+00,2.121069445798e-26
strong,fullhide_1d,sync,10 GHz,1.000000000000e+10,5.867067065993e+00,2.424829033294e-26
strong,fullhide_1d,sync,10 GHz,1.000000000000e+10,7.122485584860e+00,2.721911563358e-26
strong,fullhide_1d,sync,10 GHz,1.000000000000e+10,8.646535029500e+00,3.007472968927e-26
strong,fullhide_1d,sync,10 GHz,1.000000000000e+10,1.049669629031e+01,3.281283632762e-26
strong,fullhide_1d,sync,10 GHz,1.000000000000e+10,1.274274985703e+01,3.538633691056e-26
strong,fullhide_1d,sync,10 GHz,1.000000000000e+10,1.546940765246e+01,3.765859920218e-26
strong,fullhide_1d,sync,10 GHz,1.000000000000e+10,1.877950801851e+01,3.965355340771e-26
strong,fullhide_1d,sync,10 GHz,1.000000000000e+10,2.279789435644e+01,4.121662244325e-26
strong,fullhide_1d,sync,10 GHz,1.000000000000e+10,2.767612370754e+01,4.228852329142e-26
strong,fullhide_1d,sync,10 GHz,1.000000000000e+10,3.359818286284e+01,4.295099922619e-26
strong,fullhide_1d,sync,10 GHz,1.000000000000e+10,4.078742758969e+01,4.350954382931e-26
strong,fullhide_1d,sync,10 GHz,1.000000000000e+10,4.951500669473e+01,4.410860003269e-26
strong,fullhide_1d,sync,10 GHz,1.000000000000e+10,6.011008864406e+01,4.501329938320e-26
strong,fullhide_1d,sync,10 GHz,1.000000000000e+10,7.297227644686e+01,4.636204902918e-26
strong,fullhide_1d,sync,10 GHz,1.000000000000e+10,8.858667904101e+01,4.828292691781e-26
strong,fullhide_1d,sync,10 GHz,1.000000000000e+10,1.075422076113e+02,5.084084877729e-26
strong,fullhide_1d,sync,10 GHz,1.000000000000e+10,1.305537869023e+02,5.402546311408e-26
strong,fullhide_1d,sync,10 GHz,1.000000000000e+10,1.584893192461e+02,5.812533832629e-26
strong,fullhide_1d,sync,10 GHz,1.000000000000e+10,1.924024182760e+02,6.298924179812e-26
strong,fullhide_1d,sync,10 GHz,1.000000000000e+10,2.335721469090e+02,6.880768762829e-26
strong,fullhide_1d,sync,10 GHz,1.000000000000e+10,2.835512583497e+02,7.567004250123e-26
strong,fullhide_1d,sync,10 GHz,1.000000000000e+10,3.442247595686e+02,8.359837994885e-26
strong,fullhide_1d,sync,10 GHz,1.000000000000e+10,4.178810060294e+02,9.273428493643e-26
strong,fullhide_1d,sync,10 GHz,1.000000000000e+10,5.072980090654e+02,1.031000307432e-25
strong,fullhide_1d,sync,10 GHz,1.000000000000e+10,6.158482110660e+02,1.148833224269e-25
strong,fullhide_1d,sync,10 GHz,1.000000000000e+10,7.476256801638e+02,1.282303633230e-25
strong,fullhide_1d,sync,10 GHz,1.000000000000e+10,9.076005216818e+02,1.431580321958e-25
strong,fullhide_1d,sync,10 GHz,1.000000000000e+10,1.101806330110e+03,1.597061309976e-25
strong,fullhide_1d,sync,10 GHz,1.000000000000e+10,1.337567751526e+03,1.778800030412e-25
strong,fullhide_1d,sync,10 GHz,1.000000000000e+10,1.623776739189e+03,1.975664249291e-25
strong,fullhide_1d,sync,10 GHz,1.000000000000e+10,1.971227921518e+03,2.183839828332e-25
strong,fullhide_1d,sync,10 GHz,1.000000000000e+10,2.393025731180e+03,2.395878467657e-25
strong,fullhide_1d,sync,10 GHz,1.000000000000e+10,2.905078650511e+03,2.599522832364e-25
strong,fullhide_1d,sync,10 GHz,1.000000000000e+10,3.526699214175e+03,2.787313169112e-25
strong,fullhide_1d,sync,10 GHz,1.000000000000e+10,4.281332398719e+03,2.977869622678e-25
strong,fullhide_1d,sync,10 GHz,1.000000000000e+10,5.197439870872e+03,3.190298905147e-25
strong,fullhide_1d,sync,10 GHz,1.000000000000e+10,6.309573444802e+03,3.223192090599e-25
strong,fullhide_1d,sync,10 GHz,1.000000000000e+10,7.659678234752e+03,3.149957478745e-25
strong,fullhide_1d,sync,10 GHz,1.000000000000e+10,9.298674652605e+03,3.182519135252e-25
strong,fullhide_1d,sync,10 GHz,1.000000000000e+10,1.128837891685e+04,3.378468259484e-25
strong,fullhide_1d,sync,10 GHz,1.000000000000e+10,1.370383450663e+04,3.613851384833e-25
strong,fullhide_1d,sync,10 GHz,1.000000000000e+10,1.663614249384e+04,3.743308267590e-25
strong,fullhide_1d,sync,10 GHz,1.000000000000e+10,2.019589750164e+04,3.499415192777e-25
strong,fullhide_1d,sync,10 GHz,1.000000000000e+10,2.451735887979e+04,3.211099584773e-25
strong,fullhide_1d,sync,10 GHz,1.000000000000e+10,2.976351441631e+04,2.846886026859e-25
strong,fullhide_1d,sync,10 GHz,1.000000000000e+10,3.613222756796e+04,2.571227171344e-25
strong,fullhide_1d,sync,10 GHz,1.000000000000e+10,4.386370005780e+04,2.217760089742e-25
strong,fullhide_1d,sync,10 GHz,1.000000000000e+10,5.324953129838e+04,1.828275176217e-25
strong,fullhide_1d,sync,10 GHz,1.000000000000e+10,6.464371632490e+04,1.556506149248e-25
strong,fullhide_1d,sync,10 GHz,1.000000000000e+10,7.847599703515e+04,1.356613748218e-25
strong,fullhide_1d,sync,10 GHz,1.000000000000e+10,9.526807029020e+04,1.193452450554e-25
strong,fullhide_1d,sync,10 GHz,1.000000000000e+10,1.156532641790e+05,1.054552511795e-25
strong,fullhide_1d,sync,10 GHz,1.000000000000e+10,1.404004245548e+05,9.463800821646e-26
strong,fullhide_1d,sync,10 GHz,1.000000000000e+10,1.704429127453e+05,8.819335389465e-26
strong,fullhide_1d,sync,10 GHz,1.000000000000e+10,2.069138081115e+05,8.669692126337e-26
strong,fullhide_1d,sync,10 GHz,1.000000000000e+10,2.511886431510e+05,9.024767032154e-26
strong,fullhide_1d,sync,10 GHz,1.000000000000e+10,3.049372829387e+05,9.703943370589e-26
strong,fullhide_1d,sync,10 GHz,1.000000000000e+10,3.701869055846e+05,1.056530571958e-25
strong,fullhide_1d,sync,10 GHz,1.000000000000e+10,4.493984590722e+05,1.160725724249e-25
strong,fullhide_1d,sync,10 GHz,1.000000000000e+10,5.455594781169e+05,1.252772597398e-25
strong,fullhide_1d,sync,10 GHz,1.000000000000e+10,6.622967617148e+05,1.345116051565e-25
strong,fullhide_1d,sync,10 GHz,1.000000000000e+10,8.040131611168e+05,1.403561440331e-25
strong,fullhide_1d,sync,10 GHz,1.000000000000e+10,9.760536373079e+05,1.409310019188e-25
strong,fullhide_1d,sync,10 GHz,1.000000000000e+10,1.184906851001e+06,1.365143583409e-25
strong,fullhide_1d,sync,10 GHz,1.000000000000e+10,1.438449888288e+06,1.250283989308e-25
strong,fullhide_1d,sync,10 GHz,1.000000000000e+10,1.746245352002e+06,1.069349918294e-25
strong,fullhide_1d,sync,10 GHz,1.000000000000e+10,2.119902023850e+06,8.725202647034e-26
strong,fullhide_1d,sync,10 GHz,1.000000000000e+10,2.573512700017e+06,7.496144447470e-26
strong,fullhide_1d,sync,10 GHz,1.000000000000e+10,3.124185713603e+06,7.299772034895e-26
strong,fullhide_1d,sync,10 GHz,1.000000000000e+10,3.792690190732e+06,7.297776550204e-26
strong,fullhide_1d,sync,10 GHz,1.000000000000e+10,4.604239376759e+06,7.033435133266e-26
strong,fullhide_1d,sync,10 GHz,1.000000000000e+10,5.589441576403e+06,6.462136882173e-26
strong,fullhide_1d,sync,10 GHz,1.000000000000e+10,6.785454573394e+06,5.661379649474e-26
strong,fullhide_1d,sync,10 GHz,1.000000000000e+10,8.237387069571e+06,4.750535473700e-26
strong,fullhide_1d,sync,10 GHz,1.000000000000e+10,1.000000000000e+07,3.844778695627e-26
strong,fullhide_1d,sync,R band,4.560000000000e+14,1.000000000000e-01,4.649213544091e-29
strong,fullhide_1d,sync,R band,4.560000000000e+14,1.213977189070e-01,7.780033783095e-29
strong,fullhide_1d,sync,R band,4.560000000000e+14,1.473740615582e-01,1.342330585136e-28
strong,fullhide_1d,sync,R band,4.560000000000e+14,1.789087489923e-01,2.386694518609e-28
strong,fullhide_1d,sync,R band,4.560000000000e+14,2.171911402017e-01,4.333360641591e-28
strong,fullhide_1d,sync,R band,4.560000000000e+14,2.636650898730e-01,7.984994918708e-28
strong,fullhide_1d,sync,R band,4.560000000000e+14,3.200834046600e-01,1.487699641089e-27
strong,fullhide_1d,sync,R band,4.560000000000e+14,3.885739518571e-01,2.814951789299e-27
strong,fullhide_1d,sync,R band,4.560000000000e+14,4.717199138213e-01,5.362615765121e-27
strong,fullhide_1d,sync,R band,4.560000000000e+14,5.726572150092e-01,1.022842156424e-26
strong,fullhide_1d,sync,R band,4.560000000000e+14,6.951927961776e-01,1.930590822881e-26
strong,fullhide_1d,sync,R band,4.560000000000e+14,8.439481965654e-01,3.553372747819e-26
strong,fullhide_1d,sync,R band,4.560000000000e+14,1.024533859387e+00,6.289648284490e-26
strong,fullhide_1d,sync,R band,4.560000000000e+14,1.243760734726e+00,1.056306326055e-25
strong,fullhide_1d,sync,R band,4.560000000000e+14,1.509897160618e+00,1.669625456883e-25
strong,fullhide_1d,sync,R band,4.560000000000e+14,1.832980710832e+00,2.478087789219e-25
strong,fullhide_1d,sync,R band,4.560000000000e+14,2.225196770956e+00,3.446856727247e-25
strong,fullhide_1d,sync,R band,4.560000000000e+14,2.701338121133e+00,4.524886106582e-25
strong,fullhide_1d,sync,R band,4.560000000000e+14,3.279362859021e+00,5.658774303236e-25
strong,fullhide_1d,sync,R band,4.560000000000e+14,3.981071705535e+00,6.798785013621e-25
strong,fullhide_1d,sync,R band,4.560000000000e+14,4.832930238572e+00,7.910076797169e-25
strong,fullhide_1d,sync,R band,4.560000000000e+14,5.867067065993e+00,8.977121174861e-25
strong,fullhide_1d,sync,R band,4.560000000000e+14,7.122485584860e+00,9.987516592429e-25
strong,fullhide_1d,sync,R band,4.560000000000e+14,8.646535029500e+00,1.092378186684e-24
strong,fullhide_1d,sync,R band,4.560000000000e+14,1.049669629031e+01,1.178372629543e-24
strong,fullhide_1d,sync,R band,4.560000000000e+14,1.274274985703e+01,1.257398583561e-24
strong,fullhide_1d,sync,R band,4.560000000000e+14,1.546940765246e+01,1.326666910790e-24
strong,fullhide_1d,sync,R band,4.560000000000e+14,1.877950801851e+01,1.384762032205e-24
strong,fullhide_1d,sync,R band,4.560000000000e+14,2.279789435644e+01,1.426714703797e-24
strong,fullhide_1d,sync,R band,4.560000000000e+14,2.767612370754e+01,1.451712748261e-24
strong,fullhide_1d,sync,R band,4.560000000000e+14,3.359818286284e+01,1.463822131163e-24
strong,fullhide_1d,sync,R band,4.560000000000e+14,4.078742758969e+01,1.474816055126e-24
strong,fullhide_1d,sync,R band,4.560000000000e+14,4.951500669473e+01,1.488654691711e-24
strong,fullhide_1d,sync,R band,4.560000000000e+14,6.011008864406e+01,1.514024218596e-24
strong,fullhide_1d,sync,R band,4.560000000000e+14,7.297227644686e+01,1.555104770328e-24
strong,fullhide_1d,sync,R band,4.560000000000e+14,8.858667904101e+01,1.616166426994e-24
strong,fullhide_1d,sync,R band,4.560000000000e+14,1.075422076113e+02,1.699486951290e-24
strong,fullhide_1d,sync,R band,4.560000000000e+14,1.305537869023e+02,1.803669819481e-24
strong,fullhide_1d,sync,R band,4.560000000000e+14,1.584893192461e+02,1.937536377671e-24
strong,fullhide_1d,sync,R band,4.560000000000e+14,1.924024182760e+02,2.094941748979e-24
strong,fullhide_1d,sync,R band,4.560000000000e+14,2.335721469090e+02,2.281564675881e-24
strong,fullhide_1d,sync,R band,4.560000000000e+14,2.835512583497e+02,2.499287207501e-24
strong,fullhide_1d,sync,R band,4.560000000000e+14,3.442247595686e+02,2.746808303164e-24
strong,fullhide_1d,sync,R band,4.560000000000e+14,4.178810060294e+02,3.025769716650e-24
strong,fullhide_1d,sync,R band,4.560000000000e+14,5.072980090654e+02,3.333445605867e-24
strong,fullhide_1d,sync,R band,4.560000000000e+14,6.158482110660e+02,3.672450554074e-24
strong,fullhide_1d,sync,R band,4.560000000000e+14,7.476256801638e+02,4.042594962728e-24
strong,fullhide_1d,sync,R band,4.560000000000e+14,9.076005216818e+02,4.437582545555e-24
strong,fullhide_1d,sync,R band,4.560000000000e+14,1.101806330110e+03,4.850163976125e-24
strong,fullhide_1d,sync,R band,4.560000000000e+14,1.337567751526e+03,5.269502617055e-24
strong,fullhide_1d,sync,R band,4.560000000000e+14,1.623776739189e+03,5.678819822255e-24
strong,fullhide_1d,sync,R band,4.560000000000e+14,1.971227921518e+03,6.049707755971e-24
strong,fullhide_1d,sync,R band,4.560000000000e+14,2.393025731180e+03,6.337314044235e-24
strong,fullhide_1d,sync,R band,4.560000000000e+14,2.905078650511e+03,6.487044054660e-24
strong,fullhide_1d,sync,R band,4.560000000000e+14,3.526699214175e+03,6.471662392664e-24
strong,fullhide_1d,sync,R band,4.560000000000e+14,4.281332398719e+03,6.340121825422e-24
strong,fullhide_1d,sync,R band,4.560000000000e+14,5.197439870872e+03,6.114525169162e-24
strong,fullhide_1d,sync,R band,4.560000000000e+14,6.309573444802e+03,5.163551831863e-24
strong,fullhide_1d,sync,R band,4.560000000000e+14,7.659678234752e+03,3.893865325729e-24
strong,fullhide_1d,sync,R band,4.560000000000e+14,9.298674652605e+03,3.031586269573e-24
strong,fullhide_1d,sync,R band,4.560000000000e+14,1.128837891685e+04,2.683495154931e-24
strong,fullhide_1d,sync,R band,4.560000000000e+14,1.370383450663e+04,2.460606909472e-24
strong,fullhide_1d,sync,R band,4.560000000000e+14,1.663614249384e+04,2.088250276897e-24
strong,fullhide_1d,sync,R band,4.560000000000e+14,2.019589750164e+04,1.482552378369e-24
strong,fullhide_1d,sync,R band,4.560000000000e+14,2.451735887979e+04,1.030294094982e-24
strong,fullhide_1d,sync,R band,4.560000000000e+14,2.976351441631e+04,7.354972806903e-25
strong,fullhide_1d,sync,R band,4.560000000000e+14,3.613222756796e+04,6.221873925839e-25
strong,fullhide_1d,sync,R band,4.560000000000e+14,4.386370005780e+04,4.896985422577e-25
strong,fullhide_1d,sync,R band,4.560000000000e+14,5.324953129838e+04,3.196727773176e-25
strong,fullhide_1d,sync,R band,4.560000000000e+14,6.464371632490e+04,2.041768146062e-25
strong,fullhide_1d,sync,R band,4.560000000000e+14,7.847599703515e+04,1.318318239888e-25
strong,fullhide_1d,sync,R band,4.560000000000e+14,9.526807029020e+04,8.659162513765e-26
strong,fullhide_1d,sync,R band,4.560000000000e+14,1.156532641790e+05,5.763711757585e-26
strong,fullhide_1d,sync,R band,4.560000000000e+14,1.404004245548e+05,3.851935160005e-26
strong,fullhide_1d,sync,R band,4.560000000000e+14,1.704429127453e+05,2.540239951690e-26
strong,fullhide_1d,sync,R band,4.560000000000e+14,2.069138081115e+05,1.649234551882e-26
strong,fullhide_1d,sync,R band,4.560000000000e+14,2.511886431510e+05,1.070721074561e-26
strong,fullhide_1d,sync,R band,4.560000000000e+14,3.049372829387e+05,7.047999161341e-27
strong,fullhide_1d,sync,R band,4.560000000000e+14,3.701869055846e+05,4.702406367034e-27
strong,fullhide_1d,sync,R band,4.560000000000e+14,4.493984590722e+05,3.172961762779e-27
strong,fullhide_1d,sync,R band,4.560000000000e+14,5.455594781169e+05,2.156907948440e-27
strong,fullhide_1d,sync,R band,4.560000000000e+14,6.622967617148e+05,1.474514655772e-27
strong,fullhide_1d,sync,R band,4.560000000000e+14,8.040131611168e+05,1.009663369997e-27
strong,fullhide_1d,sync,R band,4.560000000000e+14,9.760536373079e+05,6.835311963209e-28
strong,fullhide_1d,sync,R band,4.560000000000e+14,1.184906851001e+06,4.508060944660e-28
strong,fullhide_1d,sync,R band,4.560000000000e+14,1.438449888288e+06,2.843908338243e-28
strong,fullhide_1d,sync,R band,4.560000000000e+14,1.746245352002e+06,1.689691433371e-28
strong,fullhide_1d,sync,R band,4.560000000000e+14,2.119902023850e+06,9.793061094758e-29
strong,fullhide_1d,sync,R band,4.560000000000e+14,2.573512700017e+06,6.538971465843e-29
strong,fullhide_1d,sync,R band,4.560000000000e+14,3.124185713603e+06,5.623791267594e-29
strong,fullhide_1d,sync,R band,4.560000000000e+14,3.792690190732e+06,5.132313835482e-29
strong,fullhide_1d,sync,R band,4.560000000000e+14,4.604239376759e+06,4.496275872341e-29
strong,fullhide_1d,sync,R band,4.560000000000e+14,5.589441576403e+06,3.767857044947e-29
strong,fullhide_1d,sync,R band,4.560000000000e+14,6.785454573394e+06,3.054894200238e-29
strong,fullhide_1d,sync,R band,4.560000000000e+14,8.237387069571e+06,2.421129755694e-29
strong,fullhide_1d,sync,R band,4.560000000000e+14,1.000000000000e+07,1.886899062121e-29
strong,fullhide_1d,sync,1 keV,2.417989242000e+17,1.000000000000e-01,3.684210706396e-28
strong,fullhide_1d,sync,1 keV,2.417989242000e+17,1.213977189070e-01,6.136418393139e-28
strong,fullhide_1d,sync,1 keV,2.417989242000e+17,1.473740615582e-01,1.053138936965e-27
strong,fullhide_1d,sync,1 keV,2.417989242000e+17,1.789087489923e-01,1.860810625538e-27
strong,fullhide_1d,sync,1 keV,2.417989242000e+17,2.171911402017e-01,3.353369942594e-27
strong,fullhide_1d,sync,1 keV,2.417989242000e+17,2.636650898730e-01,6.123231006953e-27
strong,fullhide_1d,sync,1 keV,2.417989242000e+17,3.200834046600e-01,1.128103825476e-26
strong,fullhide_1d,sync,1 keV,2.417989242000e+17,3.885739518571e-01,2.103837608284e-26
strong,fullhide_1d,sync,1 keV,2.417989242000e+17,4.717199138213e-01,3.935118711120e-26
strong,fullhide_1d,sync,1 keV,2.417989242000e+17,5.726572150092e-01,7.332938360835e-26
strong,fullhide_1d,sync,1 keV,2.417989242000e+17,6.951927961776e-01,1.345205109557e-25
strong,fullhide_1d,sync,1 keV,2.417989242000e+17,8.439481965654e-01,2.393326768888e-25
strong,fullhide_1d,sync,1 keV,2.417989242000e+17,1.024533859387e+00,4.072070207114e-25
strong,fullhide_1d,sync,1 keV,2.417989242000e+17,1.243760734726e+00,6.537823514220e-25
strong,fullhide_1d,sync,1 keV,2.417989242000e+17,1.509897160618e+00,9.828675895571e-25
strong,fullhide_1d,sync,1 keV,2.417989242000e+17,1.832980710832e+00,1.379604660762e-24
strong,fullhide_1d,sync,1 keV,2.417989242000e+17,2.225196770956e+00,1.807942278568e-24
strong,fullhide_1d,sync,1 keV,2.417989242000e+17,2.701338121133e+00,2.233362894096e-24
strong,fullhide_1d,sync,1 keV,2.417989242000e+17,3.279362859021e+00,2.630127388016e-24
strong,fullhide_1d,sync,1 keV,2.417989242000e+17,3.981071705535e+00,2.977942480032e-24
strong,fullhide_1d,sync,1 keV,2.417989242000e+17,4.832930238572e+00,3.269702186162e-24
strong,fullhide_1d,sync,1 keV,2.417989242000e+17,5.867067065993e+00,3.499532001644e-24
strong,fullhide_1d,sync,1 keV,2.417989242000e+17,7.122485584860e+00,3.679201405530e-24
strong,fullhide_1d,sync,1 keV,2.417989242000e+17,8.646535029500e+00,3.810928138632e-24
strong,fullhide_1d,sync,1 keV,2.417989242000e+17,1.049669629031e+01,3.902184416495e-24
strong,fullhide_1d,sync,1 keV,2.417989242000e+17,1.274274985703e+01,3.960357668359e-24
strong,fullhide_1d,sync,1 keV,2.417989242000e+17,1.546940765246e+01,3.974328954722e-24
strong,fullhide_1d,sync,1 keV,2.417989242000e+17,1.877950801851e+01,3.959816462622e-24
strong,fullhide_1d,sync,1 keV,2.417989242000e+17,2.279789435644e+01,3.917533582659e-24
strong,fullhide_1d,sync,1 keV,2.417989242000e+17,2.767612370754e+01,3.855385097815e-24
strong,fullhide_1d,sync,1 keV,2.417989242000e+17,3.359818286284e+01,3.779651860608e-24
strong,fullhide_1d,sync,1 keV,2.417989242000e+17,4.078742758969e+01,3.716630891901e-24
strong,fullhide_1d,sync,1 keV,2.417989242000e+17,4.951500669473e+01,3.647584796216e-24
